,material_id,elasticity.K_VRH predicted,elasticity.K_VRH
381,mp-13155,120.58307380952377,111.0
126,mp-1008874,96.36398997113994,112.0
256,mp-27904,91.56115119047622,112.0
269,mp-18988,87.82184285714285,112.0
477,mp-862376,113.09788611111107,112.0
246,mp-15661,124.98828571428581,112.0
743,mp-27512,83.55217777777774,112.0
1058,mp-16293,73.33881547619039,112.0
120,mp-18721,101.61245108811464,112.0
745,mp-16529,115.85191626984135,112.0
357,mp-568908,118.59458095238087,112.0
248,mp-46,113.95456309523816,113.0
618,mp-867117,115.47695714285726,113.0
71,mp-21873,115.85400476190479,113.0
1102,mp-21104,112.7548261904762,113.0
621,mp-13240,111.52819761904759,113.0
1067,mp-961649,105.25622142857135,113.0
25,mp-11578,114.813561904762,113.0
1195,mp-2918,131.42480476190474,114.0
87,mp-2577,188.07476731177331,114.0
1204,mp-19359,93.62933928571428,114.0
1092,mp-865893,114.68912499999998,115.0
117,mp-1018804,37.831815476190464,115.0
462,mp-2301,130.93766545284768,115.0
785,mp-12572,128.05397619047622,115.0
700,mp-13099,143.21915238095224,115.0
316,mp-570452,105.22494896214891,116.0
983,mp-554678,111.90758809523805,116.0
695,mp-504543,168.98918174603185,116.0
860,mp-169,325.45639267399207,117.0
366,mp-1214,134.92756428571423,118.0
911,mp-2348,122.29657738095234,119.0
1074,mp-7859,125.28074047619046,119.0
384,mp-867233,116.29286428571432,119.0
766,mp-606949,325.45639267399207,119.0
573,mp-571053,114.18871008403364,119.0
861,mp-1008631,117.77702142857143,120.0
12,mp-3618,115.97740166500172,120.0
385,mp-1412,127.73101785714294,120.0
1083,mp-1029791,104.85614857642378,120.0
10,mp-545974,82.35426608187133,121.0
176,mp-20930,125.5148833333333,121.0
582,mp-568607,114.18871008403364,121.0
235,mp-998527,126.23977499999997,122.0
729,mp-549158,125.5148833333333,122.0
432,mp-27793,130.53830714285718,122.0
591,mp-756361,135.39793755411245,122.0
175,mp-961688,156.97689325396811,122.0
814,mp-6174,149.4628384189641,122.0
916,mp-560927,141.9501606782106,122.0
924,mp-1029520,140.51844761904772,123.0
438,mp-862312,114.15319523809539,123.0
697,mp-3666,144.52912691197702,123.0
124,mp-29135,121.67640476190464,124.0
752,mp-7302,127.87397261904744,124.0
355,mp-862367,126.57241190476178,124.0
953,mp-1848,92.98401428571422,124.0
187,mvc-3672,118.91845238095229,125.0
1114,mp-864623,122.9034571428572,125.0
1126,mp-19147,92.12213779178332,125.0
886,mp-972866,104.37239047619045,125.0
146,mp-862368,124.01439047619051,125.0
483,mvc-10882,171.88033315062125,125.0
523,mp-862363,121.89818571428577,126.0
793,mp-971911,143.76168928571434,126.0
1080,mp-11279,139.75639642857126,126.0
57,mp-1132,106.0350175536884,126.0
97,mp-11283,129.84822619047623,126.0
1003,mp-1328,109.71969285714287,126.0
56,mp-22490,123.76160714285714,127.0
1158,mp-19407,166.79825046897543,127.0
503,mp-1019584,104.09859087301581,127.0
1037,mp-1490,124.21858809523813,127.0
60,mp-362,116.30940873015885,127.0
31,mp-19856,105.21703809523815,127.0
20,mp-7889,146.62801468253969,127.0
1132,mp-15779,129.64896190476202,127.0
134,mp-775907,138.80152777777732,128.0
1097,mp-22646,127.77310238095235,128.0
83,mp-3736,125.29930000000006,128.0
974,mp-20952,126.36485238095241,128.0
363,mp-866069,144.9605904761905,128.0
48,mp-603,136.37241103896108,129.0
908,mp-22212,83.97701666666661,129.0
98,mp-2589,135.0639767089292,129.0
675,mp-8219,136.72288650793658,129.0
670,mp-2695,123.7949082417582,129.0
324,mp-865930,127.85163564425768,129.0
515,mp-12565,132.3533642857144,129.0
393,mp-989533,65.06856688311684,129.0
925,mp-10390,171.06459316239318,129.0
978,mp-549970,115.19098115609872,130.0
817,mp-540912,131.91379808524806,130.0
406,mp-22156,161.08045,130.0
853,mp-2078,128.16876428571408,130.0
189,mp-861,156.45057023809537,130.0
769,mp-961713,109.2651904761905,130.0
1015,mp-1025167,123.39756071428565,131.0
186,mp-18819,74.42328499803426,131.0
1120,mp-1008881,96.36382380952385,131.0
651,mp-1025293,139.33932738095237,131.0
1042,mp-1791,137.80915000000002,131.0
788,mp-510624,140.68283095238104,131.0
575,mp-1016850,109.35472639419396,131.0
122,mp-18966,133.59305357142858,131.0
334,mp-1014460,209.30314361471864,131.0
738,mp-5670,148.8458433982684,132.0
422,mp-30655,123.75542457983197,132.0
871,mp-22558,144.69547976190475,132.0
217,mp-1003317,125.52900734126992,132.0
274,mp-1029469,114.2301752913754,133.0
373,mp-865176,142.99828095238095,133.0
414,mp-31900,186.47602210844704,133.0
882,mp-8352,113.88655660597584,134.0
313,mp-13495,141.6871369047619,134.0
289,mp-4771,128.4525880952381,134.0
257,mp-11023,135.55824355921862,134.0
144,mp-1017,136.10110000000006,134.0
691,mp-37473,81.55105792908073,135.0
211,mp-20619,128.162845054945,135.0
177,mp-673247,138.80152777777732,136.0
915,mp-3791,130.4562833333334,136.0
131,mp-5475,124.16347380952378,136.0
185,mp-11873,134.47019047619034,136.0
1105,mp-892,131.90352738095243,136.0
282,mp-571247,130.02638690476192,136.0
993,mp-30847,111.72520714285723,137.0
1047,mp-3642,134.71692330447343,137.0
1073,mp-1025517,158.8158460317461,137.0
948,mp-978976,135.09978279220772,137.0
307,mp-2513,123.5328118215119,137.0
802,mp-570991,146.12724058441557,138.0
115,mp-10200,135.62848095238107,138.0
590,mp-27757,144.4473484126984,138.0
506,mp-1922,112.5823809523811,138.0
459,mp-549490,120.6414833333333,139.0
956,mp-1778,179.782617857143,139.0
164,mp-567856,160.77750952380958,139.0
622,mp-5652,143.79157824675337,139.0
84,mp-867909,148.17688928571428,139.0
441,mp-977367,160.3069202380952,140.0
1079,mp-7753,130.49736666666666,140.0
147,mp-961660,120.23038095238093,140.0
955,mp-5933,97.47827040573841,140.0
242,mp-15965,141.60377857142856,141.0
7,mp-570553,139.89041785714272,141.0
724,mp-4262,136.00906966416358,141.0
446,mp-632442,155.03205920721442,141.0
737,mp-504974,156.74686572871562,141.0
616,mp-22307,142.64702142857132,141.0
1199,mp-5967,126.41602142857168,142.0
514,mp-18918,134.66817323232328,142.0
1039,mp-11322,139.5584583333332,142.0
11,mp-2323,136.47261428571431,142.0
907,mp-561511,100.6528750000001,143.0
778,mp-961652,127.94264999999994,143.0
305,mp-1692,153.4214404761905,143.0
302,mp-12635,134.94660000000007,144.0
681,mp-6304,158.5408817099568,144.0
260,mp-972327,169.22039047619052,144.0
444,mp-19376,165.7726233599735,145.0
46,mp-3469,142.3463730158731,145.0
128,mp-656887,169.78094880952386,146.0
609,mp-9830,174.77427738095219,146.0
962,mp-30594,145.75356904761887,146.0
796,mp-761524,128.39347421059324,146.0
1134,mp-866159,166.40014523809532,147.0
587,mp-1341,142.86315989010976,147.0
291,mp-2960,137.07771428571422,147.0
864,mp-567929,151.95477738095252,147.0
395,mvc-14600,110.11698341564698,147.0
564,mp-862602,145.96182738095243,148.0
1183,mp-9953,147.21236269841268,148.0
394,mp-977123,92.43372738095242,148.0
287,mp-16358,154.72277030075196,148.0
1048,mp-10181,129.13271428571423,149.0
1013,mp-865737,36.34565714285714,149.0
999,mp-31467,147.41330584415581,149.0
558,mp-504659,136.22371190476193,149.0
830,mp-3834,119.66148472752757,149.0
1049,mp-669546,151.36251309523809,150.0
208,mp-2291,168.91521213231223,150.0
457,mp-32662,125.28015792540778,150.0
777,mp-22784,151.06757030075192,150.0
535,mp-20268,144.22078333333332,150.0
367,mp-2512,148.4347226190476,151.0
1103,mp-1017543,165.78467976190475,151.0
489,mp-867148,160.10885238095238,152.0
409,mp-10240,101.4703452380952,152.0
637,mp-924129,117.2948333333334,152.0
604,mp-1001581,135.5336285247432,152.0
1185,mp-755089,183.796827705628,152.0
902,mp-15649,146.7453093906094,152.0
1192,mp-9223,131.8218642857143,153.0
936,mp-10245,148.2341976190476,153.0
528,mp-9958,156.38668690476186,153.0
862,mp-861958,141.98747738095227,153.0
382,mp-505562,149.79358928571438,154.0
765,mp-6008,99.51618809523815,154.0
140,mp-862364,147.35990000000004,155.0
228,mp-766454,161.71661938061953,155.0
137,mp-865187,167.4473261904762,155.0
180,mp-10201,149.7410467532468,155.0
625,mp-865786,182.42987499999973,155.0
183,mp-4978,167.808137842713,155.0
327,mp-2337,170.87874761904752,156.0
666,mp-770618,133.41727911255413,156.0
119,mp-616575,250.16733452380944,156.0
884,mp-7559,158.27804285714282,156.0
420,mp-974842,79.38803849206343,158.0
74,mp-365,170.7900309523811,159.0
42,mp-5853,114.22774325396826,159.0
693,mp-5971,164.14628809523828,159.0
44,mp-998552,136.1631647058823,159.0
1143,mp-3747,163.13527500000006,159.0
1148,mp-19442,157.43782380952362,160.0
631,mp-866012,155.15073095238102,160.0
350,mp-865162,164.47617619047614,161.0
33,mp-3909,166.71015595238097,161.0
102,mp-975255,99.05766232492992,161.0
50,mp-4243,158.68967619047618,161.0
252,mp-1019097,228.78148966548142,161.0
747,mp-20622,167.3909047619046,161.0
751,mp-2059,150.49348571428578,162.0
431,mp-11021,131.8673469187675,162.0
692,mp-13453,161.36984285714274,162.0
205,mp-1029267,122.70912261904776,162.0
850,mp-645159,114.6044527777777,162.0
804,mp-982048,114.58658344758943,162.0
66,mp-20565,148.11045357142876,162.0
1133,mp-427,140.444517857143,163.0
467,mp-31459,154.51337142857133,163.0
72,mp-22662,143.09114761904758,163.0
790,mp-2979,144.27552738095238,163.0
325,mp-505071,166.30703809523797,163.0
460,mp-972217,156.68361071428552,163.0
816,mp-16735,192.1066184523811,163.0
40,mp-975208,149.506897222222,163.0
383,mp-1326,162.56783333333334,164.0
918,mp-1542,147.8994047619048,164.0
838,mp-16336,162.68023511904775,165.0
825,mp-20552,182.83589383753525,165.0
698,mp-1016929,138.65261984126982,165.0
718,mp-975439,124.6087265873015,165.0
809,mp-15800,167.2668576645576,166.0
940,mp-866183,160.23702857142843,166.0
927,mp-972827,91.13879591441835,166.0
932,mp-973884,138.0467,166.0
901,mp-865441,150.76299285714288,166.0
473,mp-1002165,150.29988911464343,167.0
647,mp-13109,157.90458805916202,167.0
664,mp-6353,147.16721984127003,167.0
767,mp-861979,123.30759999999998,168.0
436,mp-867330,141.2730869047621,168.0
961,mp-544,170.70995714285723,169.0
107,mp-867293,137.40255714285715,169.0
1010,mp-705519,175.89659880952388,169.0
597,mp-30842,165.78467976190475,169.0
1052,mp-1008559,156.90666648249413,170.0
979,mp-13853,166.5485992063493,170.0
832,mp-1009819,77.15921984126983,170.0
1176,mp-849388,114.07482520812536,170.0
1100,mp-865591,186.20760476190463,171.0
930,mp-1029359,122.80871904761915,171.0
595,mp-771123,163.71699520202029,171.0
748,mp-550172,145.55183492063523,172.0
1024,mp-4019,160.20047579365098,172.0
1187,mp-505554,154.68106904761927,172.0
1089,mp-1017447,140.53530203081246,172.0
719,mp-996162,199.22150749299718,173.0
227,mp-5229,164.9675932178934,173.0
996,mp-761556,134.07044508530694,173.0
608,mp-16043,174.79155476190482,173.0
836,mp-568748,236.3439746031747,173.0
110,mp-19097,146.87688339598998,174.0
583,mp-865130,185.6139690476191,174.0
1087,mp-977582,164.01326547619053,174.0
770,mp-975216,162.61629841269846,175.0
73,mp-1606,159.6478761904763,175.0
877,mp-865032,181.83057380952386,175.0
286,mp-999298,158.9800976190476,176.0
184,mp-12631,160.48649365079388,176.0
399,mp-865091,196.963773809524,177.0
472,mp-866087,173.37878095238094,177.0
1034,mp-3155,181.0251636904764,178.0
453,mp-873,183.75461785714268,178.0
989,mp-1025353,175.74436666666648,178.0
281,mp-976265,179.27433333333317,178.0
419,mp-11565,173.64543690476205,178.0
210,mp-862561,170.66290952380942,178.0
292,mp-755875,206.49771116106143,178.0
879,mp-284,166.38823120300742,179.0
551,mp-22637,168.6705321428571,179.0
660,mp-972275,218.61606428571432,179.0
266,mp-972238,186.7373718253969,179.0
299,mp-7790,188.1188029220781,179.0
502,mp-867326,193.3298321428571,180.0
986,mp-570698,183.0042523809523,180.0
29,mp-862691,144.93768452380957,181.0
734,mp-568792,181.3883833333334,181.0
958,mp-18816,162.5109324897324,181.0
405,mp-20738,183.43480595238086,183.0
264,mp-2858,183.796827705628,183.0
612,mp-33997,117.87743131313135,183.0
322,mp-11917,136.29174562537122,185.0
23,mp-541,167.3416404761907,185.0
474,mp-27719,174.17790527052932,185.0
445,mp-1008277,193.70725476190492,185.0
1197,mp-567871,191.06836904761917,185.0
374,mp-1025324,186.08019523809517,185.0
544,mp-8973,105.53515745614028,185.0
1193,mp-15657,179.67416428571443,185.0
379,mp-999076,157.36029047619039,185.0
194,mp-864857,189.53282717086844,185.0
1076,mp-10903,170.64080915750918,186.0
826,mp-569344,178.5907452380954,186.0
1167,mp-9339,174.77427738095219,188.0
855,mp-1014261,254.83504909812424,188.0
1065,mp-775910,183.796827705628,188.0
895,mp-865469,186.6637809523809,188.0
49,mp-1001011,126.80806374458878,188.0
711,mp-10208,168.5591404345655,189.0
821,mp-755175,172.8908475625331,189.0
301,mp-865921,196.7629547619046,189.0
579,mp-760401,163.17024198579196,189.0
433,mp-754624,172.8908475625331,190.0
486,mp-601842,188.5831583333337,190.0
403,mp-27693,190.43635638740352,190.0
762,mp-961696,168.3099261904761,190.0
899,mp-23080,116.41257268907572,191.0
705,mp-505822,197.522622222222,191.0
543,mp-972337,223.1246833333334,191.0
898,mp-861672,196.85552777777767,191.0
888,mp-5924,141.9850531746025,191.0
14,mp-755920,173.73063632507842,191.0
831,mp-642644,187.89302514430022,191.0
811,mp-22312,185.88007976190482,191.0
906,mp-1018643,148.96789999999996,192.0
1016,mp-10456,147.34859880952385,192.0
91,mp-642659,187.89302514430022,192.0
968,mp-8418,182.46313409090908,193.0
163,mp-866152,176.84762640692605,193.0
1001,mp-977549,176.28882976190482,193.0
517,mp-1016836,162.39247380952398,194.0
22,mp-17045,211.36782976190483,194.0
949,mp-1016829,143.55962222222215,194.0
85,mp-1025441,223.6165365079364,194.0
757,mp-305,168.72397500000002,194.0
202,mp-864895,192.0662071428573,194.0
667,mp-568671,189.0541166666669,194.0
572,mp-21167,173.21582156862766,194.0
463,mp-867137,205.3981575396826,195.0
1198,mp-977363,239.1492833333334,195.0
900,mp-8937,185.9939023809523,195.0
1119,mp-1008929,265.9890150072153,195.0
479,mp-961710,183.83752857142863,196.0
308,mp-22120,177.2963160714286,197.0
250,mp-21447,193.31347142857132,197.0
377,mp-567981,198.09784126984118,198.0
13,mp-1025557,168.81548582251062,198.0
18,mp-1025220,202.02724047619046,198.0
109,mp-1025311,184.1713857142858,199.0
504,mp-580234,209.74584191706958,200.0
636,mp-481,185.46384880952397,200.0
333,mp-984721,171.33186428571423,201.0
588,mp-22320,189.9141299145301,201.0
178,mp-30555,203.85992128851547,202.0
387,mp-865615,224.318293837535,202.0
792,mp-11560,197.522622222222,202.0
524,mp-1299,190.06223333333344,203.0
329,mp-569249,205.50357539682517,203.0
127,mp-570923,186.3957404761906,203.0
851,mp-1439,161.71661938061953,204.0
1203,mp-865023,169.7835500000001,204.0
346,mp-20516,182.9913658326965,205.0
1036,mp-864957,210.39661904761908,205.0
170,mvc-11730,179.08971588411583,205.0
113,mp-20679,170.9765511904762,206.0
710,mp-865650,199.37888214285724,206.0
259,mp-1014993,155.89037564935074,207.0
309,mp-11573,190.17459047619042,207.0
699,mp-1002109,201.3413285714286,207.0
484,mp-866224,187.0571619047618,208.0
1053,mp-7032,194.51451746031742,208.0
271,mp-2853,179.95960595238114,209.0
644,mp-20860,181.89016190476207,209.0
15,mp-11541,186.78904880952385,209.0
423,mp-865807,212.07292301587296,210.0
857,mp-1431,173.96968333333325,210.0
837,mp-862723,206.85809880952382,210.0
1113,mp-865448,213.34421904761902,211.0
1022,mp-8062,214.9812624183001,211.0
935,mp-1585,209.88104264069267,211.0
435,mp-974395,240.3832154761903,211.0
62,mp-4170,146.18034523809533,211.0
1094,mp-592,210.44355476190464,212.0
1177,mp-582034,214.9812624183001,213.0
258,mp-977356,215.5970523809525,213.0
408,mp-864798,219.30107619047615,213.0
1108,mp-971826,46.77846626984121,213.0
61,mp-567617,240.3852307995927,213.0
275,mp-866086,201.25673809523806,214.0
750,mp-10270,191.35363963585445,214.0
340,mp-980749,251.70369285714284,214.0
317,mp-37307,169.77459776334788,214.0
677,mp-865948,215.66154404761917,215.0
1144,mp-1989,209.48055952380943,215.0
913,mp-675,218.0504809523809,215.0
650,mp-775757,215.44639434731903,216.0
2,mp-862600,204.99026746031743,216.0
370,mp-1578,233.46585952380943,217.0
966,mp-11407,197.16345595238067,217.0
659,mp-7892,212.36806881419227,218.0
959,mp-5778,214.81965238095276,218.0
320,mp-1008632,261.941038095238,219.0
397,mp-569458,207.16218120172297,219.0
657,mp-1963,221.59966746031742,220.0
522,mp-978490,131.08408880188438,221.0
954,mp-28786,247.433731302521,222.0
454,mp-867292,176.9912416325506,222.0
1160,mp-570430,231.29326274509796,222.0
716,mp-862870,162.27851825396831,223.0
679,mp-867835,239.16792619047615,223.0
963,mp-865021,216.43421111111087,223.0
875,mp-11507,223.3490309523809,223.0
63,mp-22287,186.00477619047612,224.0
238,mp-867771,219.14352857142867,224.0
599,mp-690490,191.33440546953042,225.0
771,mp-672259,213.45041904761916,225.0
566,mp-40793,257.8260309523806,226.0
889,mp-865191,226.46456666666646,227.0
669,mvc-11693,177.47440802928597,230.0
741,mp-1018054,226.06480833333327,231.0
1072,mp-864950,234.8397238095238,231.0
65,mp-865842,218.7264738095239,231.0
708,mp-862288,225.75410086580104,232.0
138,mp-867779,217.16244444444442,232.0
1084,mp-2179,212.31786666666665,232.0
196,mp-977382,242.66824285714267,232.0
555,mp-12659,205.2595462301587,233.0
430,mp-862609,216.8774476190478,233.0
510,mp-5529,206.75925714285702,233.0
1111,mp-1084,217.47921430905708,233.0
613,mp-20436,236.6809626984127,235.0
298,mp-2732,213.6121018398269,235.0
99,mp-22787,205.18149523809532,237.0
661,mp-867874,249.44724523809518,238.0
568,mp-1017531,226.59024444444447,238.0
780,mp-1016846,156.46425753968245,239.0
451,mp-9985,218.94987888655444,239.0
121,mp-998965,174.32866547619057,239.0
223,mp-1332,241.79473290149392,241.0
469,mp-18257,228.5223756451065,242.0
439,mp-2385,230.62716507936508,242.0
135,mp-2678,226.59024444444447,243.0
429,mp-10059,216.8725115079365,244.0
1196,mp-20648,261.941038095238,244.0
491,mp-866114,224.14211031746018,244.0
665,mp-715,243.53646428571443,246.0
594,mp-977534,203.44384682539646,246.0
199,mp-493,249.99592997835518,247.0
17,mp-1016879,168.0804933172394,248.0
603,mp-291,235.66756785714298,248.0
1140,mp-2449,236.44689662698374,249.0
461,mp-981365,259.09794801587293,250.0
696,mp-10909,261.7397285714289,255.0
251,mp-864989,216.16066904761917,259.0
525,mp-999503,303.9216404761902,262.0
1060,mp-867846,259.67911904761934,263.0
21,mp-996940,248.66426002886016,264.0
148,mp-865022,281.265815151515,264.0
169,mp-2728,230.1803988095239,267.0
722,mp-1008279,252.9737928571429,269.0
617,mp-11517,240.59125615079347,271.0
526,mp-4984,254.90944952147544,271.0
272,mp-865499,258.69285515873,278.0
4,mp-865506,276.1993690476194,278.0
285,mp-569167,239.7468264790767,280.0
957,mp-1007660,257.3380583333329,281.0
167,mp-12778,273.0533480158728,284.0
1188,mp-8780,212.1977132034631,285.0
589,mp-1077,285.12666706349194,286.0
580,mp-801,289.8621944444445,292.0
782,mp-1017529,212.73814978354991,297.0
37,mp-862586,300.33134432234465,297.0
538,mp-20857,259.03602843137264,303.0
75,mp-12083,313.25814047619014,307.0
820,mp-980203,279.1934892857143,308.0
828,mp-15722,282.81716269841274,308.0
654,mp-862655,293.9007130952378,309.0
1184,mp-978489,87.3341079954789,309.0
746,mp-999198,306.00416111111105,309.0
89,mp-865212,243.26626904761883,310.0
508,mp-2850,305.93642103174585,311.0
1040,mp-1339,284.56154761904753,313.0
179,mp-1009787,269.0886619047616,313.0
468,mp-2634,275.4968949855707,313.0
627,mp-4472,299.69211746031726,317.0
1090,mp-999266,331.60391785714336,330.0
500,mp-567397,316.6391067460316,336.0
1028,mp-1008487,328.36433095238124,341.0
904,mp-1018050,249.2114008636787,342.0
8,mp-21464,294.2549099206345,350.0
1081,mp-30745,333.0486749999999,351.0
702,mp-864735,212.2208857142858,359.0
171,mp-975065,366.9667154761908,364.0
846,mp-991,310.398807864358,375.0
499,mp-867212,330.1894090659336,378.0
1116,mp-999308,330.4705892857145,382.0
276,mp-24,325.45639267399207,387.0
361,mp-1008826,288.8297726190478,390.0
903,mp-571653,305.4206761904764,394.0
209,mp-49,371.10508162393126,401.0
312,mp-1009818,152.267764586394,404.0
994,mp-1013564,39.17892976190475,575.0
