,material_id,elasticity.K_VRH
1353,mp-675626,62
1354,mp-685036,146
1355,mp-685991,35
1356,mp-690535,180
1357,mp-696752,27
1358,mp-6968,33
1359,mp-6980,84
1360,mp-712,70
1361,mp-753326,63
1362,mp-754065,131
1363,mp-754403,174
1364,mp-755690,181
1365,mp-755894,62
1366,mp-756490,44
1367,mp-757031,147
1368,mp-7575,116
1369,mp-760403,137
1370,mp-760414,167
1371,mp-760432,93
1372,mp-7623,43
1373,mp-7632,241
1374,mp-764233,47
1375,mp-768358,152
1376,mp-769111,107
1377,mp-771123,171
1378,mp-774736,43
1379,mp-776404,195
1380,mp-777595,49
1381,mp-780260,28
1382,mp-7822,89
1383,mp-7857,207
1384,mp-8045,210
1385,mp-8145,95
1386,mp-8192,22
1387,mp-8231,168
1388,mp-8454,21
1389,mp-861,130
1390,mp-861663,130
1391,mp-861978,216
1392,mp-862291,203
1393,mp-862311,113
1394,mp-862321,104
1395,mp-862368,125
1396,mp-862473,112
1397,mp-862691,181
1398,mp-862702,78
1399,mp-862705,221
1400,mp-862725,223
1401,mp-862740,51
1402,mp-862779,326
1403,mp-862887,97
1404,mp-863709,324
1405,mp-864661,146
1406,mp-864684,191
1407,mp-864807,151
1408,mp-864927,218
1409,mp-864955,154
1410,mp-865014,56
1411,mp-865032,175
1412,mp-865049,127
1413,mp-865174,163
1414,mp-865342,128
1415,mp-865376,40
1416,mp-865432,106
1417,mp-865496,320
1418,mp-865501,255
1419,mp-865524,114
1420,mp-865582,52
1421,mp-865743,194
1422,mp-865899,157
1423,mp-865930,129
1424,mp-865939,30
1425,mp-866006,45
1426,mp-866051,179
1427,mp-866071,229
1428,mp-866081,104
1429,mp-866087,177
1430,mp-866171,84
1431,mp-866188,138
1432,mp-866375,215
1433,mp-867156,172
1434,mp-867229,43
1435,mp-867253,114
1436,mp-867274,218
1437,mp-867327,194
1438,mp-867771,224
1439,mp-867779,232
1440,mp-867854,49
1441,mp-8772,218
1442,mp-8804,83
1443,mp-9166,96
1444,mp-9251,22
1445,mp-933,75
1446,mp-9382,150
1447,mp-9473,75
1448,mp-9549,101
1449,mp-9569,67
1450,mp-9610,50
1451,mp-961710,196
1452,mp-962075,5
1453,mp-972822,162
1454,mp-972861,69
1455,mp-972916,69
1456,mp-973022,181
1457,mp-973174,47
1458,mp-973229,93
1459,mp-973364,35
1460,mp-975284,100
1461,mp-976,183
1462,mp-976185,91
1463,mp-976414,18
1464,mp-976763,122
1465,mp-976806,146
1466,mp-977207,21
1467,mp-977434,201
1468,mp-978269,63
1469,mp-978274,42
1470,mp-978287,62
1471,mp-978303,115
1472,mp-978493,43
1473,mp-981375,67
1474,mp-982246,84
1475,mp-984873,125
1476,mp-985296,99
1477,mp-985440,100
1478,mp-985586,50
1479,mp-989192,36
1480,mp-989514,20
1481,mp-989537,28
1482,mp-9950,26
1483,mp-997006,123
1484,mp-997031,134
1485,mp-997094,97
1486,mp-997098,155
1487,mp-9972,89
1488,mp-998,99
1489,mp-998197,21
1490,mp-999069,126
1491,mp-999258,60
1492,mp-999307,317
1493,mp-999498,276
1494,mp-999543,70
1495,mp-9996,12
1496,mvc-13442,101
1497,mvc-13995,162
1498,mvc-15475,100
1499,mvc-15989,175
1500,mp-1001827,333
1501,mp-1001835,69
1502,mp-1002081,15
1503,mp-1008277,185
1504,mp-1008631,120
1505,mp-1008798,328
1506,mp-1009222,20
1507,mp-1009593,137
1508,mp-1009655,192
1509,mp-1013546,31
1510,mp-1014231,109
1511,mp-1016823,124
1512,mp-1016836,194
1513,mp-10173,14
1514,mp-1017543,151
1515,mp-1018009,51
1516,mp-1018022,52
1517,mp-1018040,31
1518,mp-1018051,58
1519,mp-1018061,207
1520,mp-1018672,145
1521,mp-1019272,254
1522,mp-1025165,127
1523,mp-1025190,86
1524,mp-1025229,84
1525,mp-1025252,14
1526,mp-1025318,105
1527,mp-1025322,90
1528,mp-1025396,37
1529,mp-1025425,214
1530,mp-10256,62
1531,mp-1029458,152
1532,mp-1029469,133
1533,mp-1029782,110
1534,mp-10374,267
1535,mp-1038,94
1536,mp-1039368,20
1537,mp-10463,164
1538,mp-10519,66
1539,mp-10550,94
1540,mp-10671,41
1541,mp-10894,184
1542,mp-10898,133
1543,mp-10899,177
1544,mp-10905,153
1545,mp-10910,167
1546,mp-10918,31
1547,mp-11021,162
1548,mp-11201,72
1549,mp-11256,103
1550,mp-11275,242
1551,mp-11277,108
1552,mp-11283,126
1553,mp-11307,43
1554,mp-11472,20
1555,mp-11489,37
1556,mp-11521,110
1557,mp-11649,58
1558,mp-12086,159
1559,mp-1245,26
1560,mp-12564,55
1561,mp-12585,230
1562,mp-12716,96
1563,mp-1275,252
1564,mp-12773,100
1565,mp-12779,35
1566,mp-12903,41
1567,mp-13,182
1568,mp-13094,91
1569,mp-13190,15
1570,mp-13270,48
1571,mp-13276,44
1572,mp-13364,48
1573,mp-13459,30
1574,mp-1352,247
1575,mp-1357,151
1576,mp-1406,81
1577,mp-14089,57
1578,mp-1425,199
1579,mp-14476,120
1580,mp-146,179
1581,mp-14796,26
1582,mp-1519,36
1583,mp-15252,72
1584,mp-1551,76
1585,mp-15556,10
1586,mp-15621,49
1587,mp-15641,47
1588,mp-15685,30
1589,mp-15687,31
1590,mp-157,21
1591,mp-15704,231
1592,mp-15777,28
1593,mp-15799,295
1594,mp-15803,52
1595,mp-1581,10
1596,mp-16043,173
1597,mp-16260,83
1598,mp-16263,49
1599,mp-1627,99
1600,mp-1641,72
1601,mp-1646,26
1602,mp-16481,128
1603,mp-16494,116
1604,mp-16501,163
1605,mp-16648,64
1606,mp-173,104
1607,mp-17383,168
1608,mp-1822,119
1609,mp-18257,242
1610,mp-1831,90
1611,mp-1836,22
1612,mp-1842,127
1613,mp-1849,194
1614,mp-18717,195
1615,mp-18848,179
1616,mp-18943,78
1617,mp-18968,88
1618,mp-19006,143
1619,mp-19163,63
1620,mp-19210,179
1621,mp-19247,148
1622,mp-19306,176
1623,mp-19326,103
1624,mp-19387,118
1625,mp-1953,115
1626,mp-1973,122
1627,mp-19800,218
1628,mp-19856,127
1629,mp-19906,132
1630,mp-19946,81
1631,mp-20112,164
1632,mp-20133,280
1633,mp-20227,47
1634,mp-20233,65
1635,mp-20329,109
1636,mp-20352,87
1637,mp-20382,105
1638,mp-20516,205
1639,mp-20623,16
1640,mp-2070,124
1641,mp-20738,183
1642,mp-20949,165
1643,mp-20987,64
1644,mp-21023,158
1645,mp-2105,145
1646,mp-21237,152
1647,mp-2126,276
1648,mp-21264,359
1649,mp-21276,52
1650,mp-21296,45
1651,mp-2136,19
1652,mp-2142,129
1653,mp-2152,148
1654,mp-2156,18
1655,mp-216,168
1656,mp-2203,172
1657,mp-22087,262
1658,mp-2229,172
1659,mp-22315,140
1660,mp-22344,110
1661,mp-22467,46
1662,mp-22510,136
1663,mp-22610,239
1664,mp-22693,20
1665,mp-22795,57
1666,mp-22899,21
1667,mp-22905,32
1668,mp-22925,20
1669,mp-23002,15
1670,mp-2305,350
1671,mp-2310,103
1672,mp-2327,79
1673,mp-23304,11
1674,mp-23431,10
1675,mp-23488,15
1676,mp-23702,25
1677,mp-2371,14
1678,mp-23715,30
1679,mp-23804,79
1680,mp-24428,15
1681,mp-246,104
1682,mp-24726,138
1683,mp-2501,293
1684,mp-25385,110
1685,mp-2564,19
1686,mp-2577,114
1687,mp-2658,175
1688,mp-266,123
1689,mp-2662,186
1690,mp-2691,45
1691,mp-2697,71
1692,mp-27276,199
1693,mp-27294,13
1694,mp-27456,21
1695,mp-27689,13
1696,mp-27769,191
1697,mp-27828,9
1698,mp-27932,34
1699,mp-28266,109
1700,mp-28283,16
1701,mp-28336,24
1702,mp-28568,24
1703,mp-2884,24
1704,mp-28919,27
1705,mp-28945,105
1706,mp-29207,32
1707,mp-29308,34
1708,mp-29556,15
1709,mp-29725,158
1710,mp-2998,163
1711,mp-30047,115
1712,mp-30433,60
1713,mp-30434,24
1714,mp-30491,45
1715,mp-3054,55
1716,mp-30672,118
1717,mp-30787,268
1718,mp-30797,90
1719,mp-30819,127
1720,mp-30820,80
1721,mp-30850,262
1722,mp-3103,216
1723,mp-31172,30
1724,mp-31438,80
1725,mp-31453,153
1726,mp-31455,164
1727,mp-33009,175
1728,mp-33018,7
1729,mp-3498,165
1730,mp-34993,154
1731,mp-3524,143
1732,mp-35785,62
1733,mp-361,111
1734,mp-36248,4
1735,mp-3642,137
1736,mp-3795,84
1737,mp-3854,128
1738,mp-3881,57
1739,mp-402,54
1740,mp-4163,130
1741,mp-4247,30
1742,mp-4264,19
1743,mp-437,79
1744,mp-4492,219
1745,mp-4499,68
1746,mp-4524,75
1747,mp-4612,179
1748,mp-4678,142
1749,mp-4771,134
1750,mp-4876,14
1751,mp-505206,21
1752,mp-505215,67
1753,mp-510346,27
1754,mp-510421,9
1755,mp-514,113
1756,mp-5158,17
1757,mp-5348,105
1758,mp-535,193
1759,mp-540231,59
1760,mp-540771,70
1761,mp-540839,10
1762,mp-540925,16
1763,mp-542136,38
1764,mp-542488,77
1765,mp-5461,29
1766,mp-546711,33
1767,mp-5486,93
1768,mp-5504,50
1769,mp-552663,95
1770,mp-554252,79
1771,mp-555934,93
1772,mp-556041,59
1773,mp-556084,16
1774,mp-556194,44
1775,mp-556911,97
1776,mp-557233,45
1777,mp-557403,72
1778,mp-558733,265
1779,mp-559847,40
1780,mp-560242,60
1781,mp-561317,41
1782,mp-561543,8
1783,mp-567345,218
1784,mp-567397,336
1785,mp-567681,13
1786,mp-567747,264
1787,mp-568106,56
1788,mp-568186,167
1789,mp-568306,63
1790,mp-568428,14
1791,mp-568495,110
1792,mp-568610,53
1793,mp-568789,84
1794,mp-568803,229
1795,mp-569007,47
1796,mp-569018,37
1797,mp-570001,106
1798,mp-570485,52
1799,mp-570641,214
1800,mp-570657,44
1801,mp-570670,212
1802,mp-571193,137
1803,mp-571367,190
1804,mp-571454,28
1805,mp-571594,15
1806,mp-580234,200
1807,mp-583030,87
1808,mp-605860,16
1809,mp-606393,8
1810,mp-608,194
1811,mp-609151,122
1812,mp-613,97
1813,mp-614013,14
1814,mp-616458,20
1815,mp-617,48
1816,mp-631424,198
1817,mp-631535,207
1818,mp-632319,26
1819,mp-640073,52
1820,mp-643063,23
1821,mp-643370,38
1822,mp-643431,9
1823,mp-649774,21
1824,mp-665,15
1825,mp-675078,42
1826,mp-675460,36
1827,mp-675464,131
1828,mp-676,45
1829,mp-682,48
1830,mp-6914,35
1831,mp-696128,25
1832,mp-697096,23
1833,mp-7092,146
1834,mp-7112,58
1835,mp-715,246
1836,mp-7189,148
1837,mp-7285,181
1838,mp-730,177
1839,mp-7339,56
1840,mp-739,139
1841,mp-742,126
1842,mp-7421,31
1843,mp-7467,32
1844,mp-752398,97
1845,mp-752849,141
1846,mp-753605,26
1847,mp-753619,75
1848,mp-753982,12
1849,mp-754358,58
1850,mp-754455,141
1851,mp-754812,130
1852,mp-755219,109
1853,mp-755441,170
1854,mp-755465,193
1855,mp-755594,127
1856,mp-755759,213
1857,mp-756214,191
1858,mp-7574,211
1859,mp-759541,88
1860,mp-760401,189
1861,mp-760439,211
1862,mp-760539,107
1863,mp-761563,148
1864,mp-768197,38
1865,mp-768305,123
1866,mp-786,54
1867,mp-7908,29
1868,mp-7916,135
1869,mp-8016,63
1870,mp-8053,70
1871,mp-861507,194
1872,mp-861625,63
1873,mp-861641,196
1874,mp-861672,191
1875,mp-8623,22
1876,mp-862424,118
1877,mp-862555,50
1878,mp-862669,223
1879,mp-862711,67
1880,mp-864597,34
1881,mp-864734,145
1882,mp-864735,359
1883,mp-8648,183
1884,mp-864840,218
1885,mp-864898,23
1886,mp-864988,194
1887,mp-865166,169
1888,mp-865278,262
1889,mp-865441,166
1890,mp-865523,183
1891,mp-865569,212
1892,mp-865592,87
1893,mp-865611,182
1894,mp-865737,149
1895,mp-865842,231
1896,mp-865870,136
1897,mp-865919,78
1898,mp-865926,123
1899,mp-865928,202
1900,mp-865985,137
1901,mp-865989,219
1902,mp-866012,160
1903,mp-866073,149
1904,mp-866079,91
1905,mp-866152,193
1906,mp-866163,174
1907,mp-866169,23
1908,mp-866223,72
1909,mp-867114,221
1910,mp-867123,268
1911,mp-867235,77
1912,mp-867272,88
1913,mp-867837,269
1914,mp-867842,148
1915,mp-8689,55
1916,mp-886,155
1917,mp-8882,76
1918,mp-8884,43
1919,mp-892,136
1920,mp-9010,14
1921,mp-9056,9
1922,mp-9063,13
1923,mp-9195,65
1924,mp-9289,82
1925,mp-9307,53
1926,mp-949028,32
1927,mp-952566,33
1928,mp-9556,49
1929,mp-9570,57
1930,mp-9573,45
1931,mp-9577,50
1932,mp-9583,44
1933,mp-961651,112
1934,mp-961658,159
1935,mp-961687,98
1936,mp-961725,109
1937,mp-971733,91
1938,mp-971739,212
1939,mp-971891,137
1940,mp-972898,62
1941,mp-972985,100
1942,mp-973166,17
1943,mp-973269,185
1944,mp-973342,205
1945,mp-973446,13
1946,mp-973966,29
1947,mp-9744,59
1948,mp-974625,351
1949,mp-974738,16
1950,mp-975208,163
1951,mp-975236,66
1952,mp-975272,8
1953,mp-975906,63
1954,mp-976060,67
1955,mp-976236,83
1956,mp-976281,25
1957,mp-976943,286
1958,mp-977059,142
1959,mp-977390,266
1960,mp-977407,150
1961,mp-977463,133
1962,mp-977537,154
1963,mp-977585,121
1964,mp-978270,80
1965,mp-978281,47
1966,mp-978508,166
1967,mp-978523,74
1968,mp-978986,62
1969,mp-979,81
1970,mp-980749,214
1971,mp-9814,58
1972,mp-982245,184
1973,mp-982667,130
1974,mp-982734,253
1975,mp-9843,53
1976,mp-985280,129
1977,mp-985285,7
1978,mp-985579,147
1979,mp-9880,177
1980,mp-989540,14
1981,mp-989542,21
1982,mp-989568,105
1983,mp-9929,137
1984,mp-9938,141
1985,mp-995214,15
1986,mp-9969,101
1987,mp-997025,76
1988,mp-998554,32
1989,mp-9986,22
1990,mp-998980,175
1991,mp-999294,120
1992,mp-999317,321
1993,mp-999318,88
1994,mp-999389,207
1995,mp-999460,56
1996,mvc-13691,183
1997,mvc-14006,170
1998,mvc-14558,109
1999,mvc-15452,164
2000,mp-1001581,152
2001,mp-1001789,284
2002,mp-1001914,70
2003,mp-1002105,264
2004,mp-10048,63
2005,mp-1006880,72
2006,mp-1008274,272
2007,mp-1008524,93
2008,mp-1008557,258
2009,mp-1008634,135
2010,mp-1008860,39
2011,mp-1008929,195
2012,mp-1009088,63
2013,mp-1009746,42
2014,mp-1009836,249
2015,mp-1009838,240
2016,mp-1013716,19
2017,mp-1016827,178
2018,mp-1016854,62
2019,mp-1016931,178
2020,mp-1017515,242
2021,mp-1017532,352
2022,mp-1017555,126
2023,mp-1018081,117
2024,mp-1018096,46
2025,mp-1018097,74
2026,mp-1018150,18
2027,mp-1018635,157
2028,mp-1019743,207
2029,mp-1020059,125
2030,mp-1021323,125
2031,mp-1021499,76
2032,mp-1021667,150
2033,mp-10228,25
2034,mp-1025291,73
2035,mp-1025385,190
2036,mp-10261,171
2037,mp-1029422,139
2038,mp-1029474,79
2039,mp-1029537,46
2040,mp-1029542,53
2041,mp-1029573,37
2042,mp-1029741,67
2043,mp-1029779,149
2044,mp-1029878,92
2045,mp-1039019,50
2046,mp-104,36
2047,mp-1040467,174
2048,mp-10422,44
2049,mp-10669,33
2050,mp-10748,38
2051,mp-10749,48
2052,mp-10883,203
2053,mp-10884,188
2054,mp-1089,294
2055,mp-10895,185
2056,mp-10903,186
2057,mp-10967,57
2058,mp-1108,302
2059,mp-11176,132
2060,mp-11229,65
2061,mp-11239,106
2062,mp-11248,99
2063,mp-11260,90
2064,mp-11282,218
2065,mp-11284,47
2066,mp-1129,166
2067,mp-11327,14
2068,mp-11407,217
2069,mp-11452,229
2070,mp-11533,167
2071,mp-11557,226
2072,mp-11661,195
2073,mp-11750,149
2074,mp-11806,88
2075,mp-11984,54
2076,mp-12029,60
2077,mp-12098,51
2078,mp-1214,118
2079,mp-1221,184
2080,mp-1232,266
2081,mp-12527,21
2082,mp-12572,115
2083,mp-12724,24
2084,mp-12806,49
2085,mp-1282,307
2086,mp-12867,112
2087,mp-13089,46
2088,mp-13092,105
2089,mp-13137,177
2090,mp-13160,76
2091,mp-13277,39
2092,mp-13313,41
2093,mp-13520,23
2094,mp-13590,30
2095,mp-13799,54
2096,mp-13868,35
2097,mp-13949,29
2098,mp-14116,164
2099,mp-15236,32
2100,mp-153,37
2101,mp-15397,197
2102,mp-1550,85
2103,mp-15642,43
2104,mp-1565,235
2105,mp-15657,185
2106,mp-15702,246
2107,mp-15776,37
2108,mp-1601,264
2109,mp-16343,43
2110,mp-16491,83
2111,mp-16526,205
2112,mp-16529,112
2113,mp-1667,200
2114,mp-1725,45
2115,mp-1747,27
2116,mp-17546,18
2117,mp-1755,125
2118,mp-1784,21
2119,mp-18427,161
2120,mp-18766,199
2121,mp-18767,103
2122,mp-18779,39
2123,mp-188,225
2124,mp-18829,179
2125,mp-18962,98
2126,mp-19005,142
2127,mp-19112,73
2128,mp-19167,25
2129,mp-1922,138
2130,mp-19308,114
2131,mp-19435,140
2132,mp-1984,29
2133,mp-19851,34
2134,mp-19943,70
2135,mp-19955,161
2136,mp-19970,78
2137,mp-20025,32
2138,mp-2012,31
2139,mp-20196,35
2140,mp-2034,334
2141,mp-20344,177
2142,mp-20512,84
2143,mp-2056,105
2144,mp-20622,161
2145,mp-20714,87
2146,mp-2079,17
2147,mp-20883,129
2148,mp-20994,246
2149,mp-21029,59
2150,mp-21374,21
2151,mp-2176,46
2152,mp-21859,87
2153,mp-22079,156
2154,mp-22095,114
2155,mp-22151,65
2156,mp-22156,130
2157,mp-22212,129
2158,mp-22318,45
2159,mp-22351,227
2160,mp-2237,145
2161,mp-22375,85
2162,mp-2250,164
2163,mp-22894,25
2164,mp-22941,43
2165,mp-22962,15
2166,mp-22975,6
2167,mp-23054,58
2168,mp-23102,74
2169,mp-23157,41
2170,mp-23202,12
2171,mp-23241,54
2172,mp-23279,30
2173,mp-23954,27
2174,mp-23959,24
2175,mp-24045,72
2176,mp-24286,130
2177,mp-2515,231
2178,mp-2516,60
2179,mp-2611,36
2180,mp-2637,86
2181,mp-2644,137
2182,mp-2661,49
2183,mp-27275,73
2184,mp-274,98
2185,mp-27606,110
2186,mp-27743,15
2187,mp-2776,73
2188,mp-28020,12
2189,mp-28166,20
2190,mp-28302,19
2191,mp-28835,16
2192,mp-29145,8
2193,mp-2930,192
2194,mp-2931,110
2195,mp-29403,5
2196,mp-29481,15
2197,mp-29621,23
2198,mp-29646,115
2199,mp-29920,18
2200,mp-30156,96
2201,mp-30206,13
2202,mp-30242,79
2203,mp-30344,27
2204,mp-30353,205
2205,mp-30406,67
2206,mp-30671,121
2207,mp-30768,31
2208,mp-30835,205
2209,mp-30856,213
2210,mp-30871,179
2211,mp-30876,103
2212,mp-30933,84
2213,mp-31018,35
2214,mp-31055,104
2215,mp-31086,35
2216,mp-31148,35
2217,mp-31171,102
2218,mp-31185,196
2219,mp-31379,106
2220,mp-31496,47
2221,mp-31624,187
2222,mp-3173,57
2223,mp-31756,125
2224,mp-32311,15
2225,mp-3271,153
2226,mp-3299,92
2227,mp-333,162
2228,mp-3397,64
2229,mp-3532,64
2230,mp-3576,174
2231,mp-3597,117
2232,mp-3637,131
2233,mp-36779,51
2234,mp-3698,52
2235,mp-3726,85
2236,mp-3732,180
2237,mp-37620,116
2238,mp-3802,233
2239,mp-3871,135
2240,mp-3889,46
2241,mp-4002,58
2242,mp-401,56
2243,mp-4079,102
2244,mp-4259,97
2245,mp-430,152
2246,mp-4354,40
2247,mp-4396,28
2248,mp-4531,27
2249,mp-4541,63
2250,mp-4573,30
2251,mp-458,216
2252,mp-463,29
2253,mp-4630,108
2254,mp-4651,168
2255,mp-4668,40
2256,mp-47,436
2257,mp-4753,142
2258,mp-48,122
2259,mp-4826,121
2260,mp-4897,124
2261,mp-5012,76
2262,mp-504600,19
2263,mp-505572,113
2264,mp-505804,93
2265,mp-510409,177
2266,mp-5146,174
2267,mp-530399,196
2268,mp-5305,67
2269,mp-538,20
2270,mp-5414,23
2271,mp-542640,143
2272,mp-542909,264
2273,mp-546633,46
2274,mp-548469,58
2275,mp-551685,58
2276,mp-552454,177
2277,mp-553932,20
2278,mp-554278,181
2279,mp-5566,67
2280,mp-557133,74
2281,mp-557397,10
2282,mp-557686,72
2283,mp-560963,37
2284,mp-560976,75
2285,mp-5615,53
2286,mp-563,364
2287,mp-567551,214
2288,mp-567767,86
2289,mp-567817,13
2290,mp-568284,13
2291,mp-568607,121
2292,mp-569204,31
2293,mp-569484,8
2294,mp-569544,93
2295,mp-569594,251
2296,mp-569849,30
2297,mp-570684,265
2298,mp-570835,51
2299,mp-571160,65
2300,mp-571353,36
2301,mp-571566,46
2302,mp-571599,60
2303,mp-573,91
2304,mp-5840,119
2305,mp-5878,69
2306,mp-592,212
2307,mp-5920,61
2308,mp-5933,140
2309,mp-5967,142
2310,mp-600124,109
2311,mp-604908,16
2312,mp-605034,16
2313,mp-6065,174
2314,mp-608366,13
2315,mp-608555,3
2316,mp-615314,201
2317,mp-616378,16
2318,mp-6179,35
2319,mp-620571,61
2320,mp-629397,219
2321,mp-631303,209
2322,mp-632442,141
2323,mp-633538,195
2324,mp-636334,177
2325,mp-640266,92
2326,mp-641365,81
2327,mp-643265,6
2328,mp-643754,35
2329,mp-644264,61
2330,mp-649,267
2331,mp-650,146
2332,mp-6564,86
2333,mp-6586,52
2334,mp-672371,165
2335,mp-675271,12
2336,mp-675531,22
2337,mp-675748,42
2338,mp-676512,50
2339,mp-684597,59
2340,mp-685146,35
2341,mp-6870,51
2342,mp-690789,13
2343,mp-6950,27
2344,mp-6959,20
2345,mp-7032,208
2346,mp-704645,146
2347,mp-715493,74
2348,mp-728,48
2349,mp-7298,91
2350,mp-7302,124
2351,mp-7359,43
2352,mp-7440,28
2353,mp-7506,224
2354,mp-752730,64
2355,mp-752927,80
2356,mp-754009,98
2357,mp-754134,204
2358,mp-754165,179
2359,mp-754515,33
2360,mp-754516,65
2361,mp-754553,132
2362,mp-754741,109
2363,mp-755144,53
2364,mp-755175,189
2365,mp-755300,207
2366,mp-755318,157
2367,mp-755352,106
2368,mp-755895,119
2369,mp-756132,21
2370,mp-7573,335
2371,mp-7576,187
2372,mp-758741,133
2373,mp-7618,29
2374,mp-765508,109
2375,mp-770690,123
2376,mp-774192,107
2377,mp-776651,36
2378,mp-7781,69
2379,mp-7801,107
2380,mp-7804,255
2381,mp-7832,342
2382,mp-783905,75
2383,mp-7846,65
2384,mp-7848,26
2385,mp-7863,24
2386,mp-7881,27
2387,mp-7898,23
2388,mp-7928,36
2389,mp-7940,57
2390,mp-811,148
2391,mp-8159,46
2392,mp-8177,88
2393,mp-8200,62
2394,mp-8237,55
2395,mp-8262,9
2396,mp-8280,45
2397,mp-830,177
2398,mp-839,186
2399,mp-8577,100
2400,mp-861639,193
2401,mp-861640,172
2402,mp-862600,216
2403,mp-862609,233
2404,mp-862710,101
2405,mp-862716,62
2406,mp-862717,94
2407,mp-864650,272
2408,mp-864896,164
2409,mp-864903,197
2410,mp-864949,195
2411,mp-864951,258
2412,mp-865162,161
2413,mp-865163,213
2414,mp-865430,41
2415,mp-865442,244
2416,mp-865444,91
2417,mp-865499,278
2418,mp-865548,159
2419,mp-865650,206
2420,mp-865659,94
2421,mp-865712,177
2422,mp-865728,192
2423,mp-865798,127
2424,mp-865888,202
2425,mp-865912,100
2426,mp-865924,102
2427,mp-865933,295
2428,mp-865935,33
2429,mp-866083,196
2430,mp-866121,246
2431,mp-867187,176
2432,mp-867206,83
2433,mp-867251,103
2434,mp-867262,214
2435,mp-867263,67
2436,mp-867780,107
2437,mp-867835,223
2438,mp-867917,199
2439,mp-8753,17
2440,mp-8873,74
2441,mp-8996,180
2442,mp-9027,56
2443,mp-9124,55
2444,mp-9208,280
2445,mp-924130,122
2446,mp-930,134
2447,mp-9379,33
2448,mp-9381,114
2449,mp-945184,42
2450,mp-9459,101
2451,mp-95,12
2452,mp-9568,35
2453,mp-961685,35
2454,mp-9635,46
2455,mp-971669,82
2456,mp-972205,241
2457,mp-972222,208
2458,mp-972810,278
2459,mp-972876,63
2460,mp-972914,84
2461,mp-973185,132
2462,mp-973267,112
2463,mp-973471,143
2464,mp-974370,273
2465,mp-974842,158
2466,mp-975346,83
2467,mp-975608,55
2468,mp-976106,99
2469,mp-976262,25
2470,mp-976273,129
2471,mp-976598,106
2472,mp-976923,269
2473,mp-976968,63
2474,mp-977218,21
2475,mp-977408,177
2476,mp-977436,202
2477,mp-977549,193
2478,mp-978283,22
2479,mp-978293,69
2480,mp-979435,46
2481,mp-981379,54
2482,mp-982040,85
2483,mp-985806,100
2484,mp-989539,54
2485,mp-989592,77
2486,mp-990440,82
2487,mp-9954,127
2488,mp-996979,68
2489,mp-996983,65
2490,mp-998866,331
2491,mp-998908,222
2492,mp-998970,217
2493,mp-998987,122
2494,mp-999264,294
2495,mp-999388,216
2496,mvc-11155,188
2497,mvc-11198,186
2498,mvc-14714,97
2499,mvc-3769,122
2500,mp-10000,131
2501,mp-10015,295
2502,mp-1002083,3
2503,mp-1005,212
2504,mp-10059,244
2505,mp-1007691,179
2506,mp-1007730,105
2507,mp-1007974,193
2508,mp-1008918,143
2509,mp-1008920,186
2510,mp-1009134,240
2511,mp-1009533,175
2512,mp-1011860,42
2513,mp-1013533,39
2514,mp-1013710,17
2515,mp-1013736,18
2516,mp-1014373,102
2517,mp-10159,14
2518,mp-1016821,178
2519,mp-1016840,167
2520,mp-10175,43
2521,mp-1017542,282
2522,mp-1017552,117
2523,mp-1018057,111
2524,mp-1018075,103
2525,mp-1018104,78
2526,mp-1018643,192
2527,mp-1018850,362
2528,mp-10189,38
2529,mp-1019089,31
2530,mp-1019097,161
2531,mp-1021327,13
2532,mp-10245,153
2533,mp-10250,69
2534,mp-1025168,19
2535,mp-1025219,44
2536,mp-1025272,212
2537,mp-1025280,78
2538,mp-1025524,44
2539,mp-1029309,38
2540,mp-1029337,147
2541,mp-1029375,48
2542,mp-1029536,149
2543,mp-1029655,57
2544,mp-1029702,162
2545,mp-1029791,120
2546,mp-1029799,73
2547,mp-1029826,84
2548,mp-1029903,112
2549,mp-10326,15
2550,mp-1039073,40
2551,mp-1039447,23
2552,mp-10445,68
2553,mp-10455,84
2554,mp-10457,169
2555,mp-105,43
2556,mp-10635,50
2557,mp-10676,102
2558,mp-1073,31
2559,mp-10746,98
2560,mp-1082,320
2561,mp-10847,90
2562,mp-10892,123
2563,mp-10901,129
2564,mp-11169,99
2565,mp-11175,30
2566,mp-11237,82
2567,mp-11280,122
2568,mp-11313,77
2569,mp-1136,22
2570,mp-11364,128
2571,mp-1139,260
2572,mp-11471,76
2573,mp-11560,202
2574,mp-1157,214
2575,mp-11687,26
2576,mp-11696,134
2577,mp-11734,159
2578,mp-11754,72
2579,mp-11883,196
2580,mp-1190,58
2581,mp-11918,112
2582,mp-1222,196
2583,mp-12265,66
2584,mp-12335,96
2585,mp-1253,36
2586,mp-12557,56
2587,mp-12674,117
2588,mp-12741,115
2589,mp-12798,206
2590,mp-12906,50
2591,mp-12923,97
2592,mp-12972,119
2593,mp-13097,39
2594,mp-13099,115
2595,mp-134,83
2596,mp-13649,34
2597,mp-1371,64
2598,mp-1387,159
2599,mp-1391,74
2600,mp-13944,104
2601,mp-13946,22
2602,mp-14115,121
2603,mp-14205,24
2604,mp-1439,204
2605,mp-1459,338
2606,mp-14763,88
2607,mp-1487,162
2608,mp-1541,49
2609,mp-15624,33
2610,mp-15659,135
2611,mp-15660,289
2612,mp-15661,112
2613,mp-15668,21
2614,mp-15697,30
2615,mp-15722,308
2616,mp-1592,52
