,material_id,elasticity.G_VRH predicted,elasticity.G_VRH
335,mp-505368,54.58633956456196,21.0
2239,mp-14112,19.0,21.0
2302,mp-862667,16.179172077054993,21.0
2246,mp-997055,18.975874090184668,21.0
2018,mp-4452,22.607253895611315,21.0
1927,mp-10636,17.52855500364113,21.0
1586,mp-1043,24.572805487994994,21.0
440,mp-4475,20.391641247260452,21.0
655,mp-9061,26.691368607249693,21.0
3,mp-570113,12.730338150630459,21.0
769,mp-1016929,35.64745682247987,21.0
1373,mp-30207,27.935249458642417,21.0
2427,mp-971827,49.03833567935383,21.0
773,mp-20196,13.567105572181413,21.0
1516,mp-867700,14.608091821714165,21.0
1539,mp-864799,20.15488478797486,21.0
288,mp-631555,97.60638473714492,21.0
939,mp-557233,11.313709479471429,21.0
1669,mp-675531,22.157384494600638,21.0
993,mp-13799,25.96829184484534,21.0
1700,mp-863673,22.398213250411178,21.0
1697,mp-8843,30.88701023982008,21.0
500,mp-556320,21.32645624408906,21.0
228,mp-13925,25.21188170602764,21.0
66,mp-22957,24.210982103155388,21.0
2374,mp-1029444,22.13405256851045,21.0
1189,mp-569849,28.90821270016394,21.0
1836,mp-19027,20.31830014851869,21.0
449,mp-1062,30.0,21.0
1046,mp-978796,21.544800759388114,22.0
890,mp-975933,21.566271231587745,22.0
957,mp-5104,20.368390276952873,22.0
767,mp-1329,22.786583426357325,22.0
874,mp-1209,16.50599329354025,22.0
2448,mp-675626,25.48504395065144,22.0
881,mp-20898,18.4393187641643,22.0
878,mp-1019266,23.593403210789557,22.0
873,mp-20106,23.56668417437623,22.0
965,mp-7421,21.0,22.0
526,mp-861918,28.145654468054403,22.0
409,mp-864630,20.1217856555372,22.0
1554,mp-981530,28.297297534754943,22.0
1984,mp-977442,15.277137028686715,22.0
2142,mp-12516,22.12025039231411,22.0
2159,mp-864962,21.061440470621037,22.0
336,mp-865231,24.04083905312521,22.0
509,mp-8291,29.824730752473283,22.0
1254,mp-867149,20.924708496009487,22.0
1251,mp-676,50.15425554007658,22.0
1250,mp-674953,22.0,22.0
2119,mp-979967,18.892816247373,22.0
1781,mp-631479,25.029376018382692,22.0
350,mp-2517,24.0,22.0
1219,mp-1013528,19.92851942482172,22.0
206,mp-978563,21.275724626342527,22.0
1230,mp-38035,30.0,22.0
2015,mp-863744,17.838707429712464,22.0
2300,mp-782,23.554376729805412,22.0
1078,mp-862734,19.465837906557194,22.0
53,mp-753380,34.026220433020946,22.0
1807,mp-12961,37.01616586229363,22.0
1131,mp-2611,22.48478164702787,22.0
570,mp-22566,26.785727846127376,22.0
193,mp-999439,36.0,22.0
316,mp-999484,35.74302621507745,22.0
370,mp-569858,27.226649177624054,22.0
2343,mp-404,25.0,23.0
1587,mp-978264,96.24112795455572,23.0
1968,mp-4483,18.61010711531923,23.0
940,mp-10616,25.602575202903687,23.0
909,mp-676828,19.371860985995887,23.0
2135,mp-539,16.032660339806206,23.0
356,mp-567601,31.400661461215535,23.0
1957,mp-7891,27.0,23.0
216,mp-569593,22.62347547203742,23.0
1747,mp-560671,27.103272792213716,23.0
1758,mp-5549,25.277903823220143,23.0
1852,mp-1022726,22.597660464719077,23.0
900,mp-30727,18.414821373039416,23.0
2098,mp-10635,16.323191411453806,23.0
2402,mp-30800,29.637005501547414,23.0
1514,mp-980392,23.663594679613734,23.0
21,mp-862938,21.9383863440758,23.0
1082,mp-867158,21.0,23.0
1087,mp-22912,20.752761291384715,23.0
2446,mp-13920,23.908384965603823,23.0
709,mp-1018013,57.0,23.0
1010,mp-10014,8.5,23.0
168,mp-850131,83.95312882873695,23.0
2444,mp-11499,21.60653951450116,23.0
699,mp-982393,23.00720779928659,23.0
2321,mp-124,26.0,23.0
577,mp-864612,21.770116977299885,23.0
677,mp-1912,28.415127774148072,23.0
679,mp-20025,17.82042677495169,23.0
119,mp-30768,23.37638430368929,23.0
2191,mp-23143,33.483139586615316,23.0
961,mp-27335,44.213544194718615,23.0
1274,mp-975848,22.904445444475044,23.0
1280,mp-69,21.0,23.0
956,mp-4770,19.098775449485565,23.0
2405,mp-975797,21.197162015591786,23.0
612,mp-976129,21.626505328041297,23.0
609,mp-631388,73.06712577512391,23.0
249,mp-14089,25.815851874436174,23.0
121,mp-580287,35.75253640595591,23.0
847,mp-755974,22.355118291659988,24.0
2335,mp-862977,25.936367826985105,24.0
2045,mp-2151,23.257446722449192,24.0
858,mp-613,24.78186798617831,24.0
1054,mp-624929,22.000000000000004,24.0
1675,mp-8415,5.0,24.0
1909,mp-697179,40.769194031937815,24.0
2447,mp-4668,22.282708086081467,24.0
1075,mp-28069,25.40806726348581,24.0
1000,mp-938,37.0,24.0
1187,mp-16766,34.53977766015127,24.0
126,mp-865894,22.460422029553317,24.0
963,mp-862979,24.006053036765042,24.0
1304,mp-2406,26.91418385571655,24.0
1308,mp-12055,20.30787212715002,24.0
107,mp-865297,22.958481126272282,24.0
1969,mp-975880,22.82699583009265,24.0
1500,mp-553932,20.0,24.0
1657,mp-867342,20.530745140735842,24.0
1058,mp-9768,19.326813244930968,24.0
63,mp-8605,22.730341906233743,24.0
62,mp-21242,25.709181912922784,24.0
1794,mp-976356,23.191126369493233,24.0
1830,mp-7739,23.68231574348511,24.0
1837,mp-10785,20.869053661889705,24.0
1893,mp-10316,26.912369529531063,24.0
1897,mp-505332,42.598646849829024,24.0
1656,mp-30405,35.97143218248749,24.0
2289,mp-7907,20.286653821931086,24.0
222,mp-2491,19.33383913125613,24.0
311,mp-1039147,11.0,24.0
793,mp-1219,20.95044431788939,24.0
184,mp-581707,28.231561507254195,24.0
802,mp-15637,20.900339371797077,24.0
163,mvc-3525,13.145985011620134,24.0
260,mp-985586,20.990029059576656,24.0
493,mp-861628,25.14659527302244,24.0
224,mp-754672,64.75,24.0
623,mp-867178,22.727427187339522,24.0
427,mp-20389,14.807220511544369,24.0
422,mp-10175,26.30550472507411,24.0
395,mp-1029,26.818354679171886,24.0
367,mp-31152,27.505527773809717,24.0
471,mp-865446,22.062241311958804,24.0
299,mp-867169,23.147460953494814,24.0
352,mp-1018096,31.78432485391025,24.0
876,mp-672254,25.84288040332356,25.0
624,mp-865355,45.726518524075615,25.0
1102,mp-574025,29.84460641669012,25.0
1789,mp-19851,6.896315738164303,25.0
620,mp-865660,24.980588383503715,25.0
617,mp-767525,24.996581325320047,25.0
1780,mp-1500,23.65645171729919,25.0
1090,mp-10744,71.13756126160071,25.0
2369,mp-866015,20.504227874054674,25.0
1057,mp-4106,26.0,25.0
1739,mp-9744,27.6670100677736,25.0
507,mp-558046,26.82503163976998,25.0
567,mp-915,21.515789965036696,25.0
1048,mp-979176,24.11343598878833,25.0
1712,mp-984702,23.592177300805417,25.0
2214,mp-862962,23.727707235302802,25.0
897,mp-978285,11.0,25.0
919,mp-1412,56.0,25.0
1563,mp-22736,21.281356619968623,25.0
19,mp-11222,19.6061710331672,25.0
949,mp-999127,26.601593326546183,25.0
1345,mp-1001831,34.0,25.0
906,mp-974322,18.42148875500285,25.0
1842,mp-865964,28.122543596713452,25.0
292,mp-2306,19.453661375719964,25.0
2097,mp-15951,14.0,25.0
371,mp-5606,11.313709479471429,25.0
854,mp-541754,18.843516622813738,25.0
762,mp-865512,27.12775027763561,25.0
1338,mp-464,17.017742135102306,25.0
1309,mp-863672,26.83319743819132,25.0
1142,mp-31169,30.697237146264637,25.0
1293,mp-22712,23.368799894813403,25.0
535,mp-1011860,18.0,25.0
1327,mp-867222,17.87157327311605,25.0
1906,mp-867773,25.957770724323677,25.0
1877,mp-755115,40.77583008294644,25.0
1332,mp-2183,31.05137266923912,25.0
1932,mp-19059,53.45745488611269,25.0
1414,mp-16646,26.458101187878675,26.0
2334,mp-6812,22.593680903337606,26.0
1632,mp-862884,26.637115626897348,26.0
12,mp-1022732,42.38849788994208,26.0
272,mp-112,23.0,26.0
1276,mp-979435,21.739350427534056,26.0
653,mp-546079,63.0,26.0
698,mp-29011,25.49478984823299,26.0
1287,mp-21765,28.94757614473789,26.0
922,mp-1018702,29.33333333333333,26.0
1526,mp-560767,34.35151840590055,26.0
150,mp-4824,32.735508329201394,26.0
701,mp-20525,31.87222856881665,26.0
1455,mp-31171,17.77565091757838,26.0
955,mp-753226,27.0,26.0
2436,mp-568404,34.70581167033717,26.0
1312,mp-1001783,26.9049105877367,26.0
1279,mp-1039019,25.37862674509375,26.0
173,mp-567314,32.240479176266604,26.0
1588,mp-5702,22.85367809940712,26.0
534,mp-1055,15.0,26.0
339,mp-10750,24.0,26.0
399,mp-975359,27.880405225976297,26.0
433,mp-15795,28.49594748656353,26.0
1917,mp-21413,15.997470928476849,26.0
197,mp-31404,20.0,26.0
545,mp-16260,34.88432487561629,26.0
1774,mp-5745,24.0,26.0
1735,mp-862703,32.805814377698965,26.0
1732,mp-21294,41.127488374473465,26.0
518,mp-11290,12.354656233293225,26.0
1805,mp-866220,24.554035902168582,26.0
1009,mp-8732,53.44493378979488,26.0
2323,mp-1021499,11.9248514557065,26.0
71,mp-1385,28.487131273208924,26.0
1679,mp-12759,23.906999921415157,26.0
1109,mp-10658,24.0,27.0
1378,mp-2481,29.0,27.0
632,mp-981233,58.79896154928031,27.0
31,mp-753360,40.0,27.0
1361,mp-2743,33.0,27.0
2092,mp-2474,30.6452423838238,27.0
1182,mp-978964,24.73832722248357,27.0
1560,mp-10519,24.863254729249874,27.0
2418,mp-11947,26.441580113979303,27.0
1983,mp-13312,25.68093595150221,27.0
1305,mp-30799,31.63663805814173,27.0
115,mp-9927,18.13973897880672,27.0
128,mp-30780,10.0,27.0
1228,mp-1018179,32.0,27.0
2041,mp-863741,28.6310631514495,27.0
1388,mp-10824,23.728012491230317,27.0
252,mp-1013550,19.94668440959501,27.0
1795,mp-19920,28.623758140449794,27.0
1403,mp-560242,39.28007793059411,27.0
2179,mp-27932,25.2697329655942,27.0
1552,mp-1025313,46.552232225712004,27.0
1540,mp-977445,23.52527850827837,27.0
588,mp-865487,77.66705357030256,27.0
600,mp-11470,26.057362631680032,27.0
2366,mp-978987,36.47431439490798,27.0
1741,mp-1016836,36.942310193086364,27.0
1786,mp-865648,24.21148802542653,27.0
986,mp-555359,26.82503163976998,27.0
1245,mp-30494,21.106218255541172,27.0
1088,mp-1018770,24.256913752283875,27.0
1742,mp-863669,22.04933934445102,27.0
2348,mp-1140,27.67708791877447,27.0
809,mp-9588,21.144385848353178,27.0
1784,mp-27546,40.798519280890076,27.0
2256,mp-7771,24.389164578317228,28.0
703,mp-999124,31.79286604448362,28.0
28,mp-863725,22.226619092836923,28.0
1200,mp-1013529,22.0,28.0
2136,mp-570272,21.232949555021307,28.0
175,mp-1019362,35.63942389028397,28.0
2412,mp-546152,27.92138592046859,28.0
2180,mp-754185,29.87236533277812,28.0
697,mp-864659,26.70984534166215,28.0
204,mp-1190,16.5,28.0
1710,mp-981379,22.60236095801343,28.0
2063,mp-11500,98.65722742777159,28.0
284,mp-7427,23.0,28.0
1696,mp-20001,22.300690721855645,28.0
1524,mp-5784,78.82715706971787,28.0
1468,mp-865547,23.31428244713799,28.0
1457,mp-227,28.725297733219428,28.0
502,mp-978267,36.86875643693987,28.0
1446,mp-978797,21.522666168827108,28.0
1796,mp-1018100,30.0,28.0
2309,mp-20195,39.07671352500212,28.0
2086,mp-977392,27.35349581581101,28.0
1374,mp-672287,29.031965646785512,28.0
1816,mp-30739,31.0,28.0
1839,mp-865997,28.106215103486548,28.0
560,mp-1010136,49.5,28.0
1040,mp-561949,83.64925611372453,28.0
1313,mp-402,33.30888800604423,28.0
2021,mp-36592,30.182793514696282,28.0
1290,mp-15896,30.62062466059884,28.0
2029,mp-10597,26.0,28.0
389,mp-567538,25.93175712277041,28.0
1570,mp-5756,26.067898798316346,28.0
2327,mp-6908,29.467692269195062,28.0
1648,mp-971914,24.49770204063458,28.0
2461,mp-1019138,20.932988884022674,28.0
969,mp-30251,37.790147939054286,28.0
650,mp-3397,8.0,29.0
441,mp-30506,292.8865841621552,29.0
652,mp-866178,30.98665603763001,29.0
1993,mp-640889,52.92148375888462,29.0
1295,mp-11367,27.24726056324297,29.0
1916,mp-1995,36.30317883992204,29.0
1358,mp-551873,38.32675519438603,29.0
633,mp-973979,38.66599767608727,29.0
1372,mp-12712,43.862188399517024,29.0
947,mp-1006886,34.5,29.0
421,mp-977057,29.6378340217797,29.0
417,mp-7486,18.940775804459452,29.0
498,mp-1755,20.68334013789319,29.0
385,mp-2396,30.732406671682238,29.0
2460,mp-978519,22.95431109842769,29.0
1072,mp-978290,44.37976680477951,29.0
1827,mp-22873,29.665724301498948,29.0
1972,mp-30349,45.15968020248963,29.0
2030,mp-5213,34.56569525183219,29.0
51,mp-983236,27.26725210909287,29.0
2108,mp-1024987,31.741254311367094,29.0
1474,mp-5676,17.0,29.0
29,mp-8073,48.165089511694156,29.0
1859,mp-11492,56.86673221365305,29.0
525,mp-5866,19.686616245027754,29.0
880,mp-979074,46.355917134879405,29.0
1668,mp-961695,48.865338396989266,29.0
1006,mp-4861,23.889734086523628,29.0
129,mp-753059,73.0,29.0
521,mp-977424,24.45854280635164,29.0
517,mp-863732,26.531961168673124,29.0
345,mp-20662,21.8555956813444,29.0
971,mp-640885,52.844977870577964,29.0
484,mp-866150,25.499414725464174,29.0
752,mp-1018122,31.0,29.0
1237,mp-973681,61.96689098820032,29.0
392,mp-8456,22.801333421250742,30.0
103,mp-814,6.0,30.0
490,mp-321,33.35111887696388,30.0
1432,mp-8161,22.80183513248167,30.0
1751,mp-570632,33.7911839628283,30.0
132,mp-15621,30.0,30.0
393,mp-634859,29.075049169398103,30.0
2112,mp-557483,62.44982352473168,30.0
2426,mp-682,25.58454750104145,30.0
695,mp-865841,37.63428851790452,30.0
1776,mp-972044,32.127585352357066,30.0
1083,mp-971924,29.805896199712986,30.0
1846,mp-7801,179.0,30.0
497,mp-1573,23.04069526168671,30.0
954,mp-12574,24.297009566555772,30.0
1821,mp-861653,61.975963478016006,30.0
1112,mp-1557,22.0,30.0
2139,mp-676011,53.75,30.0
1181,mp-999318,29.265836142475017,30.0
472,mp-35717,28.49594748656353,30.0
338,mp-20698,37.184873010773394,30.0
2224,mp-22868,49.459026914908506,30.0
569,mp-3808,50.374448512608566,30.0
423,mp-1029550,61.762431469374455,30.0
1585,mp-863671,28.460537676409906,30.0
877,mp-2316,32.561330448721904,30.0
1028,mp-1025077,24.787742911609808,30.0
1044,mp-1018683,26.40701517042255,30.0
1630,mp-866189,20.83087130037132,30.0
1646,mp-19247,51.065309385274354,30.0
60,mp-5305,17.39647021502748,30.0
235,mp-22731,38.148661029647066,30.0
160,mp-1156,33.0,30.0
1853,mp-546142,32.0,30.0
406,mp-568172,29.0,30.0
190,mp-867121,27.642756247379204,30.0
515,mp-6985,465.0,30.0
1924,mp-2424,36.98625189563313,31.0
432,mp-22907,32.05529090371762,31.0
273,mp-862930,29.73210332495678,31.0
804,mp-21236,27.807459789306137,31.0
1719,mvc-15835,27.22662774784795,31.0
365,mp-496,39.0,31.0
223,mp-2170,27.261584418708026,31.0
1161,mp-16548,44.34358780753118,31.0
445,mp-34735,22.1316978890198,31.0
551,mp-568587,26.727370644221818,31.0
1799,mp-1399,39.9934319295068,31.0
1249,mp-3700,30.27590822136746,31.0
226,mp-7868,25.0,31.0
1888,mp-19968,22.99480575485009,31.0
277,mp-13308,45.0,31.0
1183,mp-864978,24.75957889472301,31.0
2336,mp-30341,21.281658929263237,31.0
2413,mp-3078,35.713595979137224,31.0
1011,mp-8059,41.0,31.0
2406,mp-4343,33.163394691781306,31.0
269,mp-864614,20.022412381963125,31.0
2068,mp-1009819,40.193353608828524,31.0
320,mp-552008,32.94489431256162,31.0
1495,mp-966800,40.0,31.0
634,mp-12565,28.678662832395304,31.0
2381,mp-755302,60.747981950184794,31.0
1977,mp-10637,29.0,31.0
1391,mp-865341,26.856869798896494,31.0
990,mp-1025219,34.66036587055764,31.0
879,mp-2826,34.553898749100014,31.0
384,mp-31337,36.0,31.0
2357,mp-3988,35.23342191007307,31.0
598,mp-644389,29.616391948604768,31.0
787,mp-571216,21.61325172160327,31.0
46,mp-867873,31.872435487516352,31.0
946,mp-10128,48.0,31.0
1792,mp-13053,2.0,31.0
686,mp-19832,19.772494402909764,32.0
2328,mp-1024994,29.189517795723862,32.0
2004,mp-33526,36.0,32.0
1702,mp-4852,38.196637559619646,32.0
797,mp-753581,71.83738190320938,32.0
1452,mp-567588,34.62329811957622,32.0
1711,mp-998968,69.67657136399896,32.0
702,mp-972504,25.728322375730592,32.0
47,mp-12665,95.16369489634505,32.0
1926,mp-1030,47.48905171912261,32.0
1878,mp-21271,39.523856042372756,32.0
615,mp-866160,36.57577418822015,32.0
154,mp-20473,27.0,32.0
2040,mp-21290,40.57435041633766,32.0
2358,mp-12675,30.0,32.0
945,mp-10965,29.209377301395143,32.0
626,mp-34293,31.49746194518413,32.0
763,mp-505569,31.61811486267917,32.0
475,mp-1001012,23.843705965834374,32.0
1937,mp-867887,28.25185739957916,32.0
291,mp-864787,38.14381357832404,32.0
429,mp-10649,53.75,32.0
373,mp-30339,28.72713810479815,32.0
1351,mp-867182,24.26706968047221,32.0
827,mp-4083,27.553394456269924,32.0
2380,mp-973572,18.346158657699988,32.0
1355,mp-182,31.870484077548326,32.0
2221,mp-775831,66.25896418316326,32.0
1110,mp-1658,35.048800966481984,32.0
332,mp-13535,39.260810535515795,32.0
1032,mp-972945,24.365255743849612,32.0
2196,mp-12521,37.07846942800441,32.0
167,mp-6972,35.0,32.0
2091,mp-560588,33.25,33.0
2307,mp-867310,20.083515593225297,33.0
1762,mp-1345,31.009605063983397,33.0
349,mp-1018745,38.96198749483619,33.0
1357,mp-16723,28.1527480925404,33.0
1393,mp-288,28.735047446450963,33.0
528,mp-20227,35.680983572096245,33.0
1518,mp-973143,24.0,33.0
394,mp-1039141,25.37862674509375,33.0
2048,mp-754516,49.72781324961715,33.0
2329,mp-3833,27.767383957375326,33.0
1031,mp-23711,26.75,33.0
1264,mp-12266,21.05361882949422,33.0
2152,mp-862717,28.612286534685353,33.0
1975,mp-568931,39.84754651163664,33.0
1270,mp-971631,51.0,33.0
1015,mp-865406,27.0354331319426,33.0
725,mp-972898,39.81017179900874,33.0
1158,mp-1029357,20.76394324008533,33.0
58,mp-30315,44.21872632900235,33.0
2354,mp-13456,33.25,33.0
844,mp-865795,38.248820673142646,33.0
1325,mp-1029457,42.02699792476371,33.0
2070,mp-765499,48.77728663607851,33.0
1137,mp-773525,74.03858459537375,33.0
838,mp-20708,29.42264085903687,33.0
496,mp-3053,37.85472254406662,33.0
1765,mp-864981,32.78958993891917,33.0
1822,mp-567768,21.0,33.0
2392,mp-2661,2.0,33.0
308,mp-19330,61.16708320590776,33.0
1994,mp-983583,32.89077377403661,33.0
1652,mp-554405,33.25,33.0
1029,mp-864601,22.77582104266985,33.0
134,mp-8842,34.305659226772086,33.0
2411,mp-318,43.03925033582642,33.0
1862,mp-510403,33.494292841377884,33.0
1722,mp-983539,30.292079317211318,33.0
379,mp-975463,41.656558498548215,33.0
2001,mp-20061,60.00322716687261,33.0
2347,mp-19740,37.42510456915378,34.0
1667,mp-1025248,50.40334498988,34.0
1649,mp-604516,37.91620900708195,34.0
1076,mp-567089,39.46170853321447,34.0
1728,mp-370,12.0,34.0
280,mp-569674,53.03663949567462,34.0
246,mp-978523,32.159099165482175,34.0
102,mp-861910,31.38575803814226,34.0
1643,mp-15988,20.40208888128263,34.0
1036,mp-8982,30.0,34.0
2345,mp-972884,39.37140295023992,34.0
848,mp-10670,32.90790660095385,34.0
1024,mp-10749,32.92355860660584,34.0
1314,mp-5821,32.0,34.0
2,mp-2367,47.14745407214381,34.0
1489,mp-1016831,42.91867991506285,34.0
1129,mp-7275,27.0,34.0
302,mp-1008285,73.0,34.0
298,mp-982869,34.47520472359493,34.0
2342,mp-10624,66.98513687984371,34.0
989,mp-22318,37.0,34.0
282,mp-862895,37.372570617762335,34.0
646,mp-27840,28.980096129326892,34.0
1222,mp-12381,35.010183427966965,34.0
921,mp-864675,27.294492992646923,34.0
826,mp-1018764,28.72293541783304,34.0
36,mp-21609,42.0865860884634,34.0
756,mp-2839,55.51601266132623,34.0
1851,mp-10891,30.00478501451184,34.0
593,mp-33032,37.0,34.0
1892,mp-552292,33.684808364934426,34.0
1871,mp-865515,31.843086309866212,35.0
1328,mp-23138,23.45057154317409,35.0
1081,mp-973826,19.587355488371827,35.0
1592,mp-1025448,47.61379125013517,35.0
2124,mp-11107,44.39437311505299,35.0
1949,mp-2739,23.5,35.0
186,mp-7276,31.118587838598806,35.0
2306,mp-867109,27.697368079827648,35.0
1354,mp-867194,24.651376546654006,35.0
1535,mp-11209,31.66666666666667,35.0
1826,mp-976185,31.54138347985748,35.0
323,mp-1024071,67.0,35.0
925,mp-2724,28.398061069154267,35.0
2388,mp-1009829,76.63182520330837,35.0
937,mp-554822,23.940818046923102,35.0
1699,mp-2285,45.5,35.0
2430,mp-631269,71.52325928797876,35.0
2235,mp-10885,54.27566784955306,35.0
1860,mp-865006,34.957211030567514,35.0
504,mp-2935,35.07071805845758,35.0
1428,mp-438,30.186315344607475,35.0
61,mp-1024955,48.35070330598626,35.0
998,mp-1018051,26.738352668006772,35.0
540,mp-1018072,26.738352668006772,35.0
1479,mp-503,38.58695113186258,35.0
1974,mp-554252,25.65744101345911,35.0
1135,mp-9577,36.06786343653281,35.0
694,mp-21096,30.46908758233255,35.0
1963,mp-11584,41.712651088920545,35.0
987,mp-976330,50.667266553898365,35.0
1464,mp-30789,62.669687308112174,35.0
1976,mp-13311,29.812215311633988,35.0
2206,mp-5848,36.159904714193296,36.0
324,mp-30790,67.25271581922073,36.0
745,mp-18849,26.021820603864054,36.0
69,mp-7977,36.53504297903349,36.0
992,mp-865444,35.902213530757706,36.0
1870,mp-350,34.70466814727416,36.0
1698,mp-862617,39.48405426274579,36.0
1018,mp-19284,37.0,36.0
1360,mp-777667,83.51076172839048,36.0
133,mvc-11115,64.75,36.0
1809,mp-972907,36.61178799064035,36.0
605,mp-570008,26.98141867887814,36.0
1089,mp-9571,27.462313988473163,36.0
885,mp-561536,43.061790688946864,36.0
2247,mp-546621,33.91453704125374,36.0
1326,mp-10848,29.69026768370297,36.0
1134,mp-676058,56.7341281736919,36.0
2175,mp-35397,36.130104112307116,36.0
1285,mp-1029407,41.28666154643951,36.0
1191,mp-644229,32.85821648277645,36.0
1433,mp-7498,37.71006684579453,36.0
2137,mp-31205,37.580885478097095,36.0
680,mp-972415,35.875127624016805,36.0
2129,mp-16035,32.4212036084419,36.0
1533,mp-973092,1.0,36.0
2269,mp-5238,25.549651047344977,36.0
544,mp-7422,53.67785521352425,36.0
285,mp-1570,49.95158780737571,36.0
924,mp-8253,23.550717076526087,36.0
618,mp-7298,31.499946589766914,36.0
2409,mp-5615,31.07533862646811,36.0
1672,mp-30175,46.34056910966566,36.0
2244,mp-15895,36.0,36.0
1316,mp-1029542,23.998398865341073,37.0
2304,mp-30354,16.170502797544252,37.0
295,mp-7818,45.97160073520843,37.0
2117,mp-546350,35.04181180334936,37.0
351,mp-22936,28.496069013987928,37.0
607,mp-1008506,35.060747514481385,37.0
326,mp-862546,42.32787418984862,37.0
1458,mp-833,29.693656481790075,37.0
565,mp-510404,27.744540831915398,37.0
635,mp-8481,33.74630935815978,37.0
2350,mp-15686,36.10223353398632,37.0
16,mp-16220,53.75,37.0
67,mp-1754,22.80111039009714,37.0
1960,mp-556788,41.0,37.0
337,mp-384,19.430495045268856,37.0
195,mp-7935,33.33787962651217,37.0
2024,mp-3522,26.831481653099804,37.0
476,mp-865872,44.03236434480379,37.0
1004,mp-13513,37.16729677560475,37.0
1724,mp-7781,40.75409863037796,37.0
630,mp-2016,25.54964733219251,37.0
936,mp-13138,1.0,37.0
1847,mp-864946,58.915446499201686,37.0
1991,mp-972088,44.988542938501865,38.0
834,mp-20531,37.70028887299792,38.0
1008,mp-7523,57.08714302479132,38.0
101,mp-1009813,20.94681449534461,38.0
676,mp-747,33.260118589916104,38.0
2423,mvc-3988,69.16614031235925,38.0
1408,mp-865536,44.89412124028736,38.0
1329,mp-19079,33.0,38.0
1778,mp-755581,33.200414460035084,38.0
791,mp-1343,30.984678296854742,38.0
902,mp-985585,26.82575472744202,38.0
1744,mp-570093,35.727514279772784,38.0
796,mp-567332,32.333333333333336,38.0
483,mp-715482,89.0,38.0
654,mp-11418,45.0,38.0
1203,mp-8672,51.148857939277036,38.0
2260,mp-7239,37.502068022505405,38.0
1770,mp-1002221,49.0,38.0
2236,mp-15669,33.94114276101426,38.0
722,mp-865282,32.66137650044938,38.0
904,mp-862473,38.42953992260614,38.0
1818,mp-976271,26.071335698528408,38.0
1604,mp-977586,29.03626212434316,38.0
2160,mp-776216,12.0,38.0
1831,mp-865049,32.937242462505395,38.0
113,mp-7954,48.5,38.0
753,mp-9487,48.254658679192154,38.0
1286,mp-20067,23.95654061737508,38.0
91,mp-4895,33.0,39.0
1733,mp-961705,37.58234913640997,39.0
582,mp-977421,43.79573072108181,39.0
2441,mp-2350,33.219779577423814,39.0
1385,mp-3944,57.904609217459644,39.0
501,mp-1955,36.70643635743864,39.0
805,mp-972861,48.372393820019205,39.0
1397,mp-20459,91.0,39.0
2316,mp-867290,20.712205913568443,39.0
1608,mp-20959,28.099463160171908,39.0
74,mp-581786,1.0,39.0
1840,mp-861995,47.634994221096385,39.0
287,mp-1672,35.91979090878179,39.0
1272,mp-13099,103.0,39.0
1106,mp-16263,39.4216775618703,39.0
39,mp-22346,30.57117890386413,39.0
1234,mp-570744,20.608722362478968,39.0
161,mp-8137,72.04482962860227,39.0
845,mp-19877,49.1958298703795,39.0
597,mp-1025190,39.377196199393616,40.0
1752,mp-865237,32.30650827158558,40.0
1262,mp-30307,42.131837973340076,40.0
220,mp-7875,27.411045894781328,40.0
278,mp-1013555,29.824997758872648,40.0
863,mp-8399,21.656213108393267,40.0
2208,mp-998,50.0,40.0
2111,mp-23722,4.568948127568438,40.0
1392,mp-862887,45.053356982023104,40.0
360,mp-21400,40.4176519384006,40.0
1953,mp-4854,41.29447835053745,40.0
55,mp-862704,25.97864348583979,40.0
2359,mp-1306,57.50005782917358,40.0
1422,mp-2606,32.13454948944513,40.0
810,mp-755552,31.5,40.0
510,mp-12630,31.590166630273647,40.0
1035,mp-5773,53.0,40.0
2184,mp-1269,11.0,40.0
1231,mp-569402,112.0,40.0
1501,mp-865527,56.5,40.0
1487,mp-10435,53.72535477053114,40.0
479,mp-30876,54.503967254330504,40.0
1362,mp-559798,39.61833944844742,40.0
437,mp-25542,67.0,40.0
744,mp-756018,40.428548259021795,40.0
1559,mp-11806,20.861279744180845,40.0
79,mp-30657,43.555361863799845,40.0
374,mp-1017629,55.83186212757282,40.0
1467,mp-989388,7.289269852606474,40.0
1986,mp-21067,25.208624621682674,41.0
741,mp-971975,58.259867701180326,41.0
2110,mp-8310,58.02120404493414,41.0
746,mvc-15476,57.0,41.0
1352,mp-978501,35.54182464328481,41.0
2288,mp-559092,41.0,41.0
1406,mp-809,38.53828303422067,41.0
732,mp-12765,45.289904805942726,41.0
1477,mp-3241,35.84298498418474,41.0
859,mp-997094,43.52654385498762,41.0
1591,mp-865788,27.35852339565439,41.0
1371,mp-978546,40.396664084959895,41.0
1220,mp-754154,40.700888987763186,41.0
2400,mp-570698,73.0,41.0
923,mp-697126,31.57181898302137,41.0
576,mp-22177,29.85645626775173,41.0
995,mp-976971,25.26299463144104,41.0
861,mp-760411,49.679121131528085,42.0
1988,mp-11363,26.59769506569979,42.0
711,mp-981376,61.282721152843116,42.0
1476,mp-983459,43.48254416141223,42.0
2382,mp-865994,39.349830792720745,42.0
601,mp-865759,49.274603495326225,42.0
2265,mp-862257,30.905613160539836,42.0
1190,mp-559390,65.0,42.0
