material_id,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData mean AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData minimum Electronegativity,MagpieData mean Electronegativity,MagpieData mode Electronegativity,MagpieData mean NpValence,MagpieData mean NdValence,MagpieData mean NValence,MagpieData avg_dev NpUnfilled,MagpieData mean NdUnfilled,MagpieData minimum NUnfilled,MagpieData mean NUnfilled,MagpieData mode NUnfilled,MagpieData maximum GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData avg_dev GSbandgap,avg ionic char,elasticity.K_VRH predicted
mp-977367,1.75,45.0,59.0,75.0,65.75,6.75,59.0,108.25999999999999,429.75,2237.0,1807.25,1374.4925,862.5074999999999,2237.0,9.0,142.5,0.75,1.69,2.0075,2.28,0.25,9.0,10.75,1.875,1.0,0.0,2.75,3.0,24.26,17.75875,4.11875,13.64,0.0,0.018118029216210474,154.165
mp-22937,17.387755102040817,11.0,2.0,96.0,41.0,44.57142857142857,2.0,51.68105958857143,54.8,386.85,332.05,330.2828571428572,78.70938775510201,370.87,1.0,144.0,25.142857142857142,0.93,1.782857142857143,0.93,2.0,2.857142857142857,6.285714285714286,0.6530612244897959,0.0,1.0,1.1428571428571428,1.0,43.015,30.301190476171428,7.265034013616325,29.2433333333,0.4334693877551021,0.15650081089501894,22.44143809523809
mp-867908,8.75,79.0,13.0,86.0,57.75,22.375,66.0,185.45475199999998,544.4,1337.33,792.93,1103.0149999999999,279.3075,1337.33,3.0,156.75,25.125,1.1,2.05,2.54,0.75,7.75,20.5,1.125,2.25,1.0,3.5,1.0,36.8975,25.811875,9.111875000000001,16.7,0.0,0.07065612889470194,72.65457142857142
mp-33,0.0,44.0,56.0,56.0,56.0,0.0,56.0,101.07,2607.0,2607.0,0.0,2607.0,0.0,2607.0,8.0,146.0,0.0,2.2,2.2,2.2,0.0,7.0,8.0,0.0,3.0,4.0,4.0,4.0,13.51,13.51,0.0,13.51,0.0,0.0,305.2704033416876
mp-14254,16.24,8.0,19.0,87.0,70.6,20.640000000000004,87.0,43.844347719999995,54.8,1294.0,1239.2,478.3740000000001,508.2888000000001,54.8,3.0,104.0,45.6,1.14,2.614,3.44,2.6,0.0,5.4,1.12,0.0,2.0,4.2,2.0,34.81,15.721,7.9392,9.105,0.0,0.15822369368544803,172.0490047619046
mp-2088,20.0,13.0,15.0,73.0,53.666666666666664,25.777777777777782,73.0,64.69302573333334,933.47,1071.0,137.52999999999997,979.3133333333334,61.12444444444444,933.47,3.0,148.66666666666666,36.888888888888886,1.12,1.4466666666666665,1.61,0.6666666666666666,0.3333333333333333,3.3333333333333335,2.222222222222222,3.0,5.0,10.666666666666666,5.0,37.24,23.400000000000002,9.226666666666668,16.48,0.0,0.012946446718842658,61.218323809523845
mp-4561,24.166666666666668,13.0,20.0,73.0,60.5,13.5,73.0,88.63558763333333,933.47,1828.05,894.5799999999999,1310.7516666666668,377.2816666666666,933.47,3.0,139.5,18.833333333333332,1.38,1.7683333333333333,1.61,0.5,3.5,5.833333333333333,2.5,1.5,0.0,5.833333333333333,5.0,20.025,16.38083333333333,1.3138888888888893,16.48,0.0,0.023581947799173185,122.26310476190474
mp-30033,3.555555555555555,35.0,58.0,95.0,82.66666666666667,16.444444444444443,95.0,72.91373166666666,265.8,1768.0,1502.2,766.5333333333333,667.6444444444445,265.8,9.0,122.0,2.6666666666666665,1.88,2.6,2.96,3.3333333333333335,9.0,14.333333333333334,0.4444444444444445,1.0,1.0,1.6666666666666667,1.0,29.48,23.06833333333333,8.54888888888889,29.48,0.6475555555555556,0.05620726596951209,12.93676428571428
mp-21855,3.25,34.0,46.0,89.0,74.25,14.75,89.0,69.6774375,494.0,2183.0,1689.0,1029.03875,535.0387499999999,494.0,5.0,128.625,8.625,1.63,2.1912499999999997,2.55,2.0,9.125,12.75,1.0,0.875,1.0,2.25,2.0,25.92,18.7375,7.182500000000001,25.92,0.3995,0.031560663242929735,56.83144523809526
mp-971706,23.28,8.0,69.0,87.0,83.2,5.679999999999998,87.0,64.47172,54.8,692.68,637.88,280.296,270.5952,54.8,12.0,93.6,33.12,1.65,2.798,3.44,3.0,4.0,11.8,0.72,0.0,0.0,1.8,2.0,32.95,14.845000000000002,7.242000000000002,9.105,0.0,0.11499572444051852,104.08201031746027
mp-4236,17.5,8.0,9.0,87.0,63.0,27.0,87.0,58.676449999999996,54.8,1000.0,945.2,450.56999999999994,395.77,54.8,2.0,117.25,51.25,0.89,2.355,3.44,2.0,2.5,6.5,1.0,0.0,0.0,1.0,2.0,63.59,23.940000000000005,19.825000000000003,9.105,0.0,0.177696498393016,83.72373095238096
mp-865796,9.375,45.0,41.0,70.0,57.25,8.125,59.0,123.2972,594.22,2237.0,1642.78,1751.055,578.4175,2237.0,3.0,153.75,16.625,1.27,1.88,2.28,0.0,6.75,11.75,0.0,3.25,0.0,3.75,3.0,28.865,18.91,5.27,13.64,0.0,0.04125244528575414,139.69411904761913
mp-1020703,7.519999999999999,7.0,78.0,87.0,81.6,2.4800000000000013,82.0,28.947660000000003,54.8,1687.0,1632.2,615.86,666.672,63.05,14.0,87.8,22.16,1.9,2.686,3.04,2.8,2.0,6.8,0.64,0.0,2.0,3.2,3.0,23.005,16.4175,4.244,14.76875,2.9048000000000003,0.07798772593977112,149.7473079156223
mp-864933,17.0,12.0,59.0,68.0,65.0,3.0,68.0,64.84592500000001,923.0,2237.0,1314.0,1329.4825,453.75875,923.0,2.0,142.25,1.375,1.31,1.7075,1.31,0.0,4.5,6.0,0.0,0.5,0.0,1.0,0.0,22.89,18.9375,3.9525000000000006,22.89,0.0,0.039539279662248475,93.98467619047614
mp-1018718,32.833333333333336,7.0,45.0,82.0,64.5,17.5,82.0,97.06764333333332,63.05,3290.0,3226.95,1545.8583333333333,1482.8083333333334,63.05,4.0,121.33333333333333,50.333333333333336,1.3,2.236666666666667,3.04,1.5,1.3333333333333333,11.833333333333334,1.5,3.6666666666666665,3.0,5.166666666666667,3.0,22.2,17.124375,2.355625,14.76875,3.2185,0.11933923943048078,248.21618650793644
mp-8041,9.333333333333334,37.0,4.0,88.0,32.0,37.333333333333336,4.0,67.66686666666666,312.46,388.36,75.90000000000003,337.76,33.73333333333335,312.46,1.0,181.66666666666666,51.111111111111114,0.82,1.4066666666666665,0.82,1.3333333333333333,0.0,2.6666666666666665,0.888888888888889,0.0,1.0,1.3333333333333333,1.0,90.7225,69.07729166666667,28.860277777777778,90.7225,0.9786666666666667,0.11978215861981477,17.65204761904761
mp-10140,20.48,21.0,11.0,76.0,36.2,30.24,11.0,70.0124072,577.0,2348.0,1771.0,1673.4,438.55999999999995,1814.0,3.0,147.8,26.639999999999997,1.36,1.548,1.36,0.4,2.6,7.8,2.4,5.4,5.0,7.4,9.0,26.91,20.1575,5.194000000000001,22.235,0.48768,0.016836850699095903,84.04884444444446
mp-2893,18.240000000000002,14.0,31.0,78.0,61.0,13.6,59.0,84.8964,1685.0,2237.0,552.0,1906.6,264.32,1687.0,3.0,139.6,22.880000000000003,1.22,1.9159999999999997,1.9,0.8,3.2,7.6,1.9200000000000004,0.8,3.0,3.6,3.0,31.24,19.880000000000003,4.991999999999999,13.64,0.37104000000000004,0.03399816037784294,157.34661904761919
mp-31453,3.555555555555555,41.0,47.0,85.0,63.666666666666664,14.222222222222221,47.0,105.85729333333335,903.78,2750.0,1846.22,1963.5933333333332,706.5422222222223,903.78,5.0,148.33333333333334,10.444444444444448,1.6,1.9766666666666666,1.6,1.0,7.333333333333333,9.666666666666666,1.3333333333333333,2.6666666666666665,3.0,4.333333333333333,3.0,31.56,21.126666666666665,6.955555555555555,13.64,0.0,0.01907459527037679,153.542280952381
mp-865728,19.125,22.0,43.0,61.0,50.25,7.25,43.0,85.15859999999999,1728.0,3459.0,1731.0,2267.25,595.875,1941.0,4.0,148.75,12.375,1.54,1.7225000000000001,1.54,0.0,4.25,9.75,0.0,5.75,2.0,5.75,8.0,16.69,14.588750000000001,2.134375,16.69,0.0,0.008192399051714871,193.9724523809523
mp-1025385,19.183673469387752,78.0,63.0,83.0,66.14285714285714,4.816326530612242,63.0,159.1802802857143,317.3,2041.4,1724.1000000000001,1679.8899999999999,516.4428571428573,2041.4,10.0,133.14285714285714,7.469387755102043,1.93,2.217142857142857,2.28,0.42857142857142855,7.857142857142857,19.428571428571427,0.7346938775510203,0.7142857142857143,1.0,2.0,2.0,22.5702380952,16.285748299314285,1.8082118561632652,15.02,0.3979591836734694,0.0029692453469587236,199.07312857142855
mp-863684,13.125,61.0,21.0,79.0,46.75,25.75,21.0,139.90164225,1211.4,1373.0,161.5999999999999,1323.6825,56.141250000000014,1373.0,3.0,163.5,35.5,1.155,1.715,1.155,0.5,5.0,13.25,1.5,0.0,1.0,5.75,9.0,33.8425,26.8475,6.995000000000001,33.8425,0.143625,0.07519784550545602,66.9016849206349
mp-862694,24.0,13.0,59.0,73.0,66.25,6.75,73.0,87.27139430000001,933.47,2739.0,1805.53,1710.7350000000001,777.265,933.47,9.0,131.25,10.25,1.61,1.9249999999999998,1.61,0.5,3.75,9.5,2.5,1.25,3.0,4.0,5.0,16.48,15.2025,1.2774999999999999,16.48,0.0,0.02378775764721979,200.12549921059335
mp-862423,11.75,21.0,11.0,62.0,34.25,23.25,11.0,73.582956,1814.0,2430.0,616.0,1971.5125,229.24375000000003,1814.0,3.0,156.5,13.5,1.36,1.705,1.36,0.0,4.25,5.75,0.0,5.75,0.0,5.75,9.0,22.235,18.291249999999998,3.9437499999999996,22.235,0.0,0.030393497927767993,127.17928095238102
mp-862682,17.530864197530864,8.0,9.0,87.0,66.77777777777777,25.679012345679016,87.0,54.89966666666667,54.8,1000.0,945.2,319.98,302.2311111111111,54.8,2.0,111.55555555555556,50.617283950617285,0.89,2.511111111111111,3.44,2.4444444444444446,2.2222222222222223,6.666666666666667,1.2345679012345678,0.0,0.0,2.2222222222222223,2.0,63.59,23.380000000000003,17.871111111111116,9.105,0.0,0.16849676206169092,80.25638095238095
mp-2350,20.5,16.0,13.0,88.0,50.5,37.5,13.0,85.485235,388.36,1193.0,804.64,790.6800000000001,402.32,388.36,3.0,156.0,51.0,1.1,1.84,1.1,2.0,0.5,4.5,1.0,4.5,2.0,5.5,2.0,36.8975,31.3421875,5.555312500000001,25.786875,1.101,0.10541596178226398,60.91681984126981
mp-1009735,34.5,6.0,54.0,77.0,65.5,11.5,54.0,99.10884999999999,3459.0,3823.0,364.0,3641.0,182.0,3459.0,7.0,113.5,37.5,1.9,2.2249999999999996,1.9,1.0,2.5,12.5,2.0,2.5,4.0,4.5,4.0,14.655,10.147499999999999,4.5075,5.64,2.248,0.025059501108086496,357.2701380952378
mp-20868,21.333333333333332,26.0,51.0,55.0,53.666666666666664,1.7777777777777786,55.0,98.50999999999999,1811.0,3695.0,1884.0,2439.0,837.3333333333334,1811.0,6.0,142.0,13.333333333333334,1.83,2.0066666666666664,1.83,0.0,5.333333333333333,12.0,0.0,4.666666666666667,4.0,4.666666666666667,4.0,16.05,12.503333333333336,2.364444444444445,10.73,0.0,0.015070210023129322,258.515119047619
mp-2856,4.6933333333333325,13.0,52.0,73.0,67.4,8.213333333333331,73.0,34.43660697333333,933.47,1519.0,585.53,1089.6113333333333,229.00728888888887,933.47,7.0,125.8,7.039999999999998,1.55,1.594,1.61,0.7333333333333333,1.3333333333333333,4.066666666666666,1.9555555555555557,1.3333333333333333,5.0,5.0,5.0,16.48,14.882022988506666,2.3436996168568895,16.48,0.0,0.00017592082375464968,109.33910952380948
mp-775907,14.88,8.0,12.0,87.0,57.0,36.0,87.0,45.16198,54.8,1799.0,1744.2,752.48,837.216,54.8,3.0,115.6,59.52,1.22,2.552,3.44,2.4,0.4,4.8,0.9600000000000002,3.6,2.0,4.8,2.0,32.365,18.409,11.1648,9.105,0.0,0.1699969422427328,137.8963666666666
mp-974558,0.0,11.0,2.0,2.0,2.0,0.0,2.0,22.98976928,370.87,370.87,0.0,370.87,0.0,370.87,1.0,166.0,0.0,0.93,0.93,0.93,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,29.2433333333,29.2433333333,0.0,29.2433333333,0.0,0.0,8.300419047619036
mp-505332,16.444444444444446,14.0,13.0,78.0,48.666666666666664,23.777777777777782,13.0,74.27865666666666,1193.0,1811.0,618.0,1563.6666666666667,247.1111111111111,1193.0,3.0,150.0,38.0,1.1,1.61,1.1,0.6666666666666666,2.3333333333333335,5.0,1.777777777777778,4.333333333333333,4.0,5.666666666666667,4.0,36.8975,22.689166666666665,9.472222222222221,10.73,0.3435555555555556,0.030423591822886377,86.94516666666658
mp-3827,3.375,16.0,3.0,88.0,58.5,29.5,88.0,39.768325,336.53,1811.0,1474.47,731.0625,539.96875,388.36,1.0,136.25,33.375,0.82,1.9525000000000001,2.58,2.0,1.5,5.25,1.0,1.0,1.0,2.25,2.0,73.1066666667,33.852604166675,19.6270312500125,25.786875,1.101,0.09784451186011596,35.01388095238095
mp-570074,14.5,6.0,11.0,77.0,50.125,29.34375,77.0,46.890942,1814.0,3823.0,2009.0,2934.125,888.875,3823.0,3.0,119.375,43.375,1.36,2.06,2.55,1.0,1.25,6.0,2.0,3.75,3.0,5.75,4.0,22.235,12.934375,7.2943750000000005,5.64,2.248,0.05092059094141084,179.58899047619036
mp-985302,11.25,89.0,14.0,17.0,14.75,1.125,14.0,205.4769125,1204.0,1323.0,119.0,1293.25,44.625,1323.0,3.0,212.0,4.5,1.1,1.1075,1.1,0.0,0.75,3.5,0.0,6.75,9.0,9.5,9.0,44.5125,42.30312500000001,3.3140624999999986,44.5125,0.0,4.218275426218221e-05,27.84998571428573
mp-861724,14.25,89.0,14.0,65.0,38.25,24.25,14.0,188.5213,1234.93,2739.0,1504.07,1654.9825,542.00875,1323.0,3.0,179.0,36.0,1.1,1.5825,1.1,0.0,4.75,10.0,0.0,5.25,1.0,5.5,9.0,44.5125,29.89125,14.621250000000002,44.5125,0.0,0.05353396588537074,77.41326190476195
mp-3217,31.555555555555554,8.0,20.0,89.0,65.33333333333333,30.222222222222225,20.0,110.99610333333332,54.8,1408.0,1353.2,652.2666666666667,503.82222222222225,54.8,3.0,127.33333333333333,45.77777777777777,1.38,2.4566666666666666,1.38,2.6666666666666665,3.6666666666666665,9.333333333333334,0.888888888888889,3.0,2.0,8.0,2.0,25.92,18.349999999999998,6.163333333333334,9.105,0.3551111111111111,0.12481312457071078,110.43229523809529
mp-23211,15.75,17.0,17.0,94.0,74.75,28.875,94.0,61.8166625,171.6,1204.0,1032.4,429.7,387.15,171.6,3.0,127.25,37.875,1.13,2.6525,3.16,3.75,0.0,6.5,0.375,0.0,1.0,3.5,1.0,35.675,27.291874999999997,4.191562499999999,24.4975,0.934875,0.12057625443017245,30.717076190476178
mp-316,1.0,23.0,46.0,52.0,49.0,3.0,46.0,52.939772500000004,1519.0,2183.0,664.0,1851.0,332.0,1519.0,5.0,146.0,7.0,1.55,1.5899999999999999,1.55,0.0,4.0,6.0,0.0,6.0,5.0,6.0,5.0,13.01,11.74879310345,1.26120689655,10.4875862069,0.0,0.0003996801705984099,208.3662073593074
mp-23922,3.0,1.0,82.0,92.0,87.0,5.0,82.0,7.50732,14.01,63.05,49.04,38.53,24.52,14.01,1.0,51.0,20.0,2.2,2.62,2.2,1.5,0.0,3.0,1.5,0.0,1.0,2.0,1.0,14.76875,10.691875,4.076875,6.615,0.7079999999999997,0.040429349193941616,24.319623809523826
mp-5158,3.6,8.0,3.0,87.0,69.2,26.479999999999997,87.0,20.22064,54.8,336.53,281.72999999999996,112.796,89.49360000000001,54.8,1.0,94.4,43.440000000000005,0.82,2.836,3.44,3.0,0.0,4.8,0.72,0.0,1.0,2.0,2.0,73.1066666667,23.038083333339998,20.027433333344,9.105,2.0598400000000003,0.13146618667382723,29.016702380952378
mp-12523,16.833333333333332,8.0,39.0,87.0,78.33333333333333,13.111111111111114,87.0,44.670893666666665,54.8,1092.0,1037.2,271.4166666666667,288.82222222222225,54.8,3.0,93.0,36.0,1.26,2.8683333333333336,3.44,3.1666666666666665,0.0,7.5,0.6111111111111112,0.0,0.0,1.8333333333333333,2.0,34.12,15.518373015866667,8.551164021155556,9.105,0.45138888888888884,0.12591368485726773,95.82649047619049
mp-13119,20.0,8.0,70.0,87.0,78.5,8.5,70.0,64.2052,54.8,594.22,539.4200000000001,324.51,269.71000000000004,54.8,12.0,105.0,39.0,1.69,2.565,1.69,2.0,5.0,9.0,1.0,0.0,0.0,1.0,0.0,19.495,14.3,5.195,9.105,0.0,0.13373920296648592,123.42600000000014
mp-126,0.0,78.0,63.0,63.0,63.0,0.0,63.0,195.084,2041.4,2041.4,0.0,2041.4,0.0,2041.4,10.0,136.0,0.0,2.28,2.28,2.28,0.0,9.0,24.0,0.0,1.0,2.0,2.0,2.0,15.02,15.02,0.0,15.02,0.0,0.0,215.25655952380953
mp-27425,10.72,1.0,8.0,92.0,73.2,26.079999999999995,87.0,24.326936,14.01,1050.0,1035.99,237.52399999999997,324.99039999999997,14.01,1.0,77.8,46.88,0.95,2.446,2.2,1.6,0.0,3.2,0.9600000000000002,0.0,0.0,1.2,1.0,54.23,17.133999999999997,14.838399999999998,6.615,3.7694400000000003,0.1399524342368558,35.64461428571432
mp-7405,16.880000000000003,8.0,23.0,87.0,71.4,19.359999999999996,87.0,45.06794772,54.8,1345.0,1290.2,488.57400000000007,520.5288,54.8,3.0,103.4,44.88,1.17,2.62,3.44,2.6,0.0,5.8,1.12,0.0,2.0,3.8,2.0,33.23,15.404999999999998,7.56,9.105,0.0,0.15684949482612362,170.47320952380946
mp-863707,26.0,11.0,2.0,86.0,23.25,31.375,2.0,73.51455964,336.53,544.4,207.87,405.6675,69.36625000000001,370.87,1.0,170.75,16.125,0.82,1.175,0.93,0.75,2.5,8.0,1.125,0.0,1.0,1.5,1.0,73.1066666667,41.135833333324996,15.985416666687495,29.2433333333,0.0,0.051394603721013454,17.38536190476192
mp-552292,31.125,8.0,23.0,96.0,79.875,14.21875,87.0,94.90285875,54.8,1345.0,1290.2,379.98125,325.18125,54.8,3.0,112.125,46.125,1.17,2.70375,3.44,3.375,3.75,13.375,0.6875,0.0,1.0,2.875,2.0,43.015,22.320625,13.215625,9.105,0.23231250000000003,0.1184385620339028,60.659952380952355
mp-2172,10.0,13.0,73.0,84.0,78.5,5.5,73.0,50.9515693,933.47,1090.0,156.52999999999997,1011.735,78.26499999999999,933.47,13.0,120.0,1.0,1.61,1.895,1.61,2.0,5.0,9.0,1.0,0.0,3.0,4.0,3.0,22.175,19.3275,2.8475,16.48,0.0,0.019503444698672462,70.55413571428568
mp-866299,2.75,76.0,35.0,57.0,49.25,7.75,57.0,182.16672,1770.0,3306.0,1536.0,2918.0,574.0,3306.0,3.0,161.75,17.75,1.24,1.7850000000000001,2.2,0.0,3.75,19.25,0.0,3.75,2.0,4.25,4.0,30.585,19.221249999999998,5.681874999999999,14.09,0.0,0.04118215506004278,204.36886031746013
mp-35539,1.63265306122449,34.0,69.0,89.0,81.85714285714286,8.16326530612245,89.0,74.17714285714285,494.0,1211.4,717.4000000000001,653.2514285714286,182.00163265306122,494.0,12.0,120.57142857142857,0.816326530612244,1.65,2.2157142857142853,2.55,2.5714285714285716,10.0,14.571428571428571,0.9795918367346939,0.0,0.0,1.7142857142857142,2.0,25.92,22.086428571428574,4.643673469387755,25.92,0.3288163265306122,0.03696927441539123,41.13783593073594
mp-29748,2.888888888888888,46.0,62.0,96.0,82.66666666666667,13.777777777777777,62.0,120.30815666666666,386.85,1828.05,1441.1999999999998,979.1866666666666,565.9088888888888,386.85,10.0,138.66666666666666,0.4444444444444476,2.1,2.3200000000000003,2.1,3.0,10.0,14.333333333333334,0.6666666666666666,0.0,0.0,1.0,0.0,43.015,30.72944444443333,10.879629629622222,14.41,0.368888888888889,0.014380834179636067,31.712452380952367
mp-23330,2.88,8.0,2.0,94.0,71.4,27.759999999999998,87.0,21.288193856,54.8,370.87,316.07,141.374,103.88879999999999,54.8,1.0,93.2,32.64,0.93,2.882,3.44,3.4,0.0,5.2,0.72,0.0,1.0,1.6,2.0,29.2433333333,16.21116666666,8.527399999992,9.105,0.79776,0.12595071666454113,25.689180952380937
mp-864675,30.24,70.0,39.0,82.0,56.2,20.64,39.0,109.43508000000001,63.05,1092.0,1028.95,680.42,493.8960000000001,1092.0,3.0,140.6,55.67999999999999,1.26,1.972,1.26,1.2,0.0,11.6,1.44,0.0,0.0,1.2,0.0,34.12,26.379499999999997,9.288599999999999,34.12,3.0897600000000005,0.1463336571687549,65.59482301587302
mp-981386,19.375,1.0,11.0,92.0,70.625,21.375,92.0,46.030958999999996,14.01,1828.05,1814.04,919.27375,905.2637500000001,14.01,1.0,88.875,57.875,1.36,2.095,2.2,0.0,3.875,4.625,0.0,1.125,0.0,1.625,1.0,22.235,11.490625000000001,4.875624999999999,6.615,3.9265,0.01768784027234947,121.07547142857149
mp-753920,25.12,8.0,37.0,89.0,67.4,24.32,37.0,89.765444,54.8,1818.0,1763.2,847.9200000000001,776.0640000000001,54.8,3.0,126.4,50.88,1.25,2.386,1.25,2.4,2.0,11.6,0.9600000000000002,0.0,1.0,1.6,1.0,29.78,20.738,9.3064,9.105,0.25568,0.15370146900574683,109.58624761904761
mp-11580,3.555555555555556,15.0,43.0,83.0,58.333333333333336,16.444444444444446,43.0,43.612287333333335,317.3,2180.0,1862.7,1479.4333333333334,774.7555555555555,317.3,4.0,135.33333333333334,18.888888888888886,1.54,1.7966666666666669,1.54,1.0,2.3333333333333335,5.0,1.3333333333333333,4.333333333333333,3.0,5.666666666666667,3.0,22.5702380952,16.816746031733334,3.835661375644445,11.19,0.7222222222222223,0.01907194192282608,182.46461428571436
mp-20905,26.666666666666668,16.0,57.0,88.0,77.66666666666667,13.777777777777777,88.0,84.78666666666666,388.36,3306.0,2917.64,1360.9066666666668,1296.7288888888888,388.36,8.0,118.0,17.333333333333332,2.2,2.4533333333333336,2.58,2.6666666666666665,2.0,11.333333333333334,0.888888888888889,1.3333333333333333,2.0,2.6666666666666665,2.0,25.786875,21.887916666666666,5.19861111111111,25.786875,0.9786666666666667,0.007879147938485456,118.49558095238093
mp-2291,6.222222222222222,14.0,61.0,78.0,72.33333333333333,7.555555555555557,78.0,38.28813333333333,1687.0,1728.0,41.0,1700.6666666666667,18.222222222222246,1687.0,10.0,115.33333333333333,5.777777777777776,1.9,1.9033333333333333,1.9,1.3333333333333333,2.6666666666666665,6.0,1.777777777777778,0.6666666666666666,2.0,3.3333333333333335,4.0,20.44,17.066666666666666,4.497777777777778,20.44,0.3435555555555556,5.555486111684536e-06,174.23105356310361
mp-601257,18.333333333333332,34.0,31.0,89.0,73.83333333333333,17.555555555555557,89.0,111.68766666666666,494.0,1685.0,1191.0,854.23,444.77,494.0,3.0,138.33333333333334,20.444444444444446,1.22,2.183333333333333,2.55,2.3333333333333335,8.333333333333334,16.5,1.111111111111111,0.0,1.0,2.5,2.0,31.24,24.69666666666667,4.542222222222221,25.92,0.3995,0.050789573620131305,51.701303174603154
mp-753306,25.555555555555554,8.0,12.0,87.0,63.333333333333336,31.555555555555554,87.0,65.15539333333332,54.8,1799.0,1744.2,571.0333333333333,688.3111111111111,54.8,3.0,108.33333333333333,56.444444444444436,1.22,2.7266666666666666,3.44,2.6666666666666665,0.3333333333333333,5.5,0.888888888888889,3.0,2.0,6.166666666666667,2.0,32.365,14.801666666666668,7.595555555555555,9.105,0.0,0.15153014924555414,150.5951212454212
mp-675324,15.52,8.0,9.0,87.0,69.4,24.159999999999997,87.0,39.46718,54.8,3823.0,3768.2,997.4799999999999,1131.216,54.8,2.0,97.8,46.879999999999995,0.89,2.752,3.44,2.8,0.0,4.8,0.8,0.0,0.0,2.0,2.0,63.59,19.309,17.712400000000002,9.105,1.4387200000000002,0.13785831718696318,48.95826190476177
mp-19133,10.222222222222223,8.0,12.0,87.0,67.66666666666667,25.777777777777775,87.0,33.974158333333335,54.8,2183.0,2128.2,700.1999999999999,860.5333333333334,54.8,3.0,101.16666666666667,46.88888888888889,1.22,2.768333333333333,3.44,2.6666666666666665,0.6666666666666666,5.333333333333333,0.888888888888889,2.6666666666666665,2.0,4.0,2.0,32.365,13.6325,6.2441666666666675,9.105,0.0,0.14197198395736482,157.01167012987008
mp-972077,4.125,32.0,53.0,79.0,72.5,9.75,79.0,78.98,1211.4,2430.0,1218.6,1516.0500000000002,456.975,1211.4,7.0,126.75,10.125,1.9,1.9825,2.01,1.5,8.75,12.25,1.5,1.25,4.0,4.25,4.0,23.005,20.825,3.2699999999999996,23.005,0.143625,0.0005663304932724891,114.93046190476201
mp-1017555,15.12,9.0,5.0,93.0,70.2,27.360000000000003,93.0,39.7825687,53.5,1560.0,1506.5,404.418,462.23279999999994,53.5,1.0,102.2,56.720000000000006,0.79,2.8600000000000003,3.98,3.0,0.0,4.8,0.4800000000000001,0.0,0.0,0.8,1.0,115.765,30.555500000000002,34.083800000000004,9.7075,0.9456,0.2081264608241566,62.82051428571426
mp-1216,31.0,8.0,39.0,87.0,63.0,24.0,39.0,94.5267,54.8,1092.0,1037.2,573.4,518.6,54.8,3.0,126.5,60.5,1.26,2.35,1.26,2.0,0.0,11.0,1.0,0.0,0.0,1.0,0.0,34.12,21.612499999999997,12.507499999999999,9.105,0.0,0.18640334225014904,88.34758730158731
mvc-14334,3.4693877551020407,9.0,46.0,93.0,82.71428571428571,14.69387755102041,93.0,24.319788,53.5,2183.0,2129.5,481.92857142857144,612.0408163265305,53.5,2.0,82.71428571428571,36.73469387755102,1.31,3.262857142857143,3.98,3.5714285714285716,0.42857142857142855,6.0,0.4081632653061224,1.0,0.0,1.7142857142857142,1.0,22.89,12.0625,3.3642857142857148,9.7075,0.8040816326530613,0.16177248056895233,59.4826214285714
mp-999296,14.625,46.0,62.0,82.0,67.0,7.5,62.0,83.316675,63.05,1828.05,1765.0,1386.8,661.875,1828.05,10.0,122.0,25.5,2.2,2.41,2.2,0.75,7.5,8.75,1.125,0.0,0.0,0.75,0.0,14.76875,14.4996875,0.1345312500000002,14.41,2.413875,0.030322011895456212,166.47719047619034
mp-13070,5.75,21.0,11.0,77.0,43.0,32.0,11.0,32.226015649999994,933.47,3823.0,2889.5299999999997,2096.1175000000003,863.4412500000001,1814.0,3.0,134.25,35.75,1.36,1.72,1.36,0.75,0.5,3.25,2.25,4.5,4.0,6.75,9.0,22.235,16.6475,5.5874999999999995,22.235,1.6860000000000002,0.05159346428882206,103.69826190476189
mp-978287,11.25,12.0,50.0,68.0,63.5,6.75,68.0,42.21875,923.0,2896.0,1973.0,1416.25,739.875,923.0,2.0,144.25,4.875,1.31,1.5225,1.31,0.0,1.25,3.0,0.0,1.25,0.0,1.5,0.0,22.89,21.09,2.7000000000000006,22.89,0.0,0.030984688006149147,79.14641428571429
mp-971682,3.3600000000000003,14.0,78.0,82.0,79.6,1.9199999999999988,78.0,22.45398,63.05,1687.0,1623.95,1037.42,779.496,1687.0,14.0,95.0,19.2,1.9,2.356,1.9,2.4,0.0,4.4,0.48,0.0,3.0,3.6,4.0,20.44,18.1715,2.7222,20.44,2.7187200000000002,0.02219203120078452,177.49792860668734
