material_id,MagpieData minimum Number,MagpieData maximum Number,MagpieData mode Number,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData avg_dev AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData mean Column,MagpieData avg_dev Column,MagpieData avg_dev Row,MagpieData mode Row,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData mode Electronegativity,MagpieData maximum NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mean NpUnfilled,MagpieData mean NdUnfilled,MagpieData minimum NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData maximum GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData mean GSbandgap,MagpieData mean SpaceGroupNumber,std_dev oxidation state,elasticity.G_VRH predicted
mp-12759,29.0,79.0,30.0,69.0,5.0,67.0,2.0,49.574213375,692.68,1357.77,665.09,1020.115,327.435,692.68,11.5,0.5,0.75,4.0,136.0,14.0,128.0,122.0,1.65,0.8900000000000001,1.9349999999999998,1.65,10.0,10.0,0.0,15.0,5.0,0.0,0.0,0.0,0.5,0.5,0.0,16.7,13.9225,1.4262500000000005,13.96,0.0,209.5,0.0,29.017253051056954
mp-19183,3.0,28.0,3.0,87.0,86.0,47.4,37.120000000000005,15.111424000000003,54.8,1728.0,1673.2,548.996,471.60159999999996,54.8,8.8,6.24,0.6399999999999999,2.0,128.0,62.0,102.4,66.0,0.98,2.46,2.15,0.98,8.0,1.6,2.56,4.8,3.04,0.8,0.4,1.0,1.6,0.48,1.0,16.5933333333,12.34333333332,3.3999999999839994,9.105,0.0,141.4,2.091650066335189,46.647208017128854
mp-13649,9.0,55.0,9.0,93.0,88.0,63.857142857142854,33.632653061224495,51.70349293061224,53.5,1234.93,1181.43,293.15857142857146,273.89551020408163,53.5,11.571428571428571,6.204081632653062,1.7959183673469388,2.0,244.0,187.0,123.0,57.0,0.79,3.19,2.775714285714286,3.98,10.0,1.4285714285714286,2.4489795918367347,5.857142857142857,2.775510204081633,0.5714285714285714,0.0,1.0,1.0,0.0,1.0,115.765,40.955714285714286,42.748163265306125,9.7075,1.1257142857142857,106.14285714285714,1.5811388300841898,14.469857677669207
mp-10908,13.0,75.0,13.0,73.0,19.0,63.5,9.5,79.61273069999999,933.47,3459.0,2525.5299999999997,2196.235,1262.7649999999999,933.47,10.0,3.0,1.5,3.0,151.0,30.0,136.0,121.0,1.61,0.2899999999999998,1.755,1.61,5.0,2.5,2.5,12.0,9.0,2.5,2.5,5.0,5.0,0.0,5.0,16.48,15.567499999999999,0.9125000000000005,14.655,0.0,209.5,0.0,119.59555103061007
mp-30685,31.0,40.0,31.0,74.0,30.0,66.5,11.25,8.062874999999998,302.91,2128.0,1825.09,759.1825,684.40875,302.91,10.75,3.375,0.375,4.0,175.0,53.0,135.25,122.0,1.33,0.48,1.69,1.81,10.0,8.0,3.0,10.75,3.375,3.75,2.0,5.0,5.75,1.125,5.0,23.195,19.941875000000003,1.6265625000000004,18.8575,0.0,96.5,0.0,61.93031601968624
mp-1029258,7.0,30.0,7.0,82.0,75.0,61.8,21.92,20.610864,63.05,1115.0,1051.95,525.2919999999999,369.79359999999997,63.05,11.2,3.6800000000000006,0.96,2.0,176.0,105.0,112.4,71.0,1.0,2.04,2.0759999999999996,1.65,10.0,4.0,4.8,7.2,3.8400000000000007,1.2,0.0,0.0,1.2,1.44,0.0,37.77,19.045499999999997,7.489799999999998,13.96,2.5748,200.2,3.0618621784789726,43.744887760210055
mp-24084,1.0,19.0,1.0,92.0,89.0,47.5,44.5,19.045180000000002,14.01,336.53,322.52,175.26999999999998,161.26,14.01,1.0,0.0,1.5,1.0,203.0,172.0,117.0,31.0,0.82,1.3800000000000003,1.51,0.82,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,73.1066666667,39.860833333349994,33.24583333334999,6.615,3.9265,211.5,1.4142135623730951,12.178215901187706
mp-561543,4.0,9.0,9.0,93.0,26.0,84.33333333333333,11.555555555555557,4.438320533333333,53.5,1560.0,1506.5,555.6666666666666,669.5555555555555,53.5,12.0,6.666666666666667,0.0,2.0,96.0,39.0,70.0,57.0,1.57,2.41,3.1766666666666663,3.98,0.0,0.0,0.0,5.333333333333333,2.2222222222222223,0.6666666666666666,0.0,0.0,0.6666666666666666,0.4444444444444445,1.0,9.7075,9.101666666666667,0.8077777777777776,9.7075,1.3133333333333332,74.66666666666667,2.1213203435596424,61.521871742556314
mp-39105,7.0,73.0,7.0,82.0,34.0,68.33333333333333,13.666666666666666,73.05182444444445,63.05,3290.0,3226.95,1282.0249999999999,1338.6499999999999,63.05,9.5,5.5,1.6666666666666667,2.0,170.0,99.0,115.66666666666667,71.0,1.31,1.73,2.2383333333333337,3.04,3.0,1.0,1.3333333333333333,9.166666666666666,6.555555555555556,1.5,2.3333333333333335,0.0,3.8333333333333335,2.111111111111111,3.0,22.89,17.239375,2.470625,14.76875,3.2185,205.66666666666666,3.7416573867739413,87.96625192787252
mp-644500,30.0,42.0,30.0,69.0,19.0,66.625,4.15625,6.689375000000004,692.68,2896.0,2203.32,968.0949999999999,481.97625,692.68,11.25,1.3125,0.21875,4.0,154.0,32.0,126.0,122.0,1.65,0.5100000000000002,1.7137499999999999,1.65,10.0,9.375,1.09375,11.25,1.3125,0.0,0.625,0.0,0.75,1.3125,0.0,15.69,14.17625,0.37843749999999887,13.96,0.0,198.375,0.0,46.13682068069218
mp-867928,21.0,45.0,45.0,74.0,63.0,50.75,19.875,22.783022000000003,302.91,2237.0,1934.09,1647.7275,672.40875,2237.0,8.5,2.75,0.5,5.0,170.0,48.0,144.0,142.0,1.36,0.9199999999999997,1.9324999999999999,2.28,10.0,6.75,2.875,8.5,2.75,1.25,3.25,3.0,5.0,2.0,3.0,22.235,17.093125,3.453125,13.64,0.0,177.0,0.0,71.16294044168316
mp-13453,4.0,46.0,46.0,67.0,5.0,63.25,1.875,36.52793175000001,1560.0,1828.05,268.04999999999995,1761.0375,100.51875000000001,1828.05,8.0,3.0,1.125,5.0,139.0,43.0,128.25,139.0,1.57,0.6300000000000001,2.0425,2.2,10.0,7.5,3.75,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14.41,12.780000000000001,2.4449999999999994,14.41,0.0,217.25,0.0,64.61379549054486
mp-19163,8.0,74.0,8.0,87.0,79.0,67.83333333333333,25.555555555555557,53.21360000000001,54.8,3695.0,3640.2,827.3666666666667,1030.0888888888887,54.8,12.0,5.333333333333333,1.5555555555555554,2.0,195.0,129.0,103.5,66.0,0.95,2.49,2.845,3.44,4.0,0.6666666666666666,1.111111111111111,7.666666666666667,4.111111111111112,1.3333333333333333,1.0,0.0,2.3333333333333335,1.2222222222222223,2.0,54.23,17.783333333333335,12.148888888888889,9.105,0.0,83.66666666666667,4.320493798938573,52.23635067118429
mp-7434,11.0,52.0,11.0,90.0,88.0,52.0,33.333333333333336,37.480940159999996,370.87,1357.77,986.9,817.0999999999999,360.44666666666666,370.87,9.333333333333334,5.5555555555555545,0.6666666666666666,3.0,166.0,34.0,145.33333333333334,132.0,0.93,1.17,1.6433333333333333,0.93,10.0,6.666666666666667,4.444444444444444,9.333333333333334,5.5555555555555545,0.6666666666666666,0.0,1.0,1.3333333333333333,0.4444444444444444,1.0,34.7633333333,25.025555555533334,9.303703703688887,11.07,0.15466666666666667,202.0,1.7320508075688772,16.888852674876834
mp-29556,17.0,81.0,17.0,94.0,43.0,85.22222222222223,11.703703703703702,72.03668148148148,171.6,3695.0,3523.4,653.1777777777778,675.9604938271605,171.6,14.88888888888889,2.814814814814815,1.3333333333333333,3.0,162.0,60.0,118.22222222222223,102.0,1.62,1.54,2.728888888888889,3.16,10.0,2.6666666666666665,3.5555555555555554,12.88888888888889,7.851851851851851,1.7777777777777777,0.6666666666666666,1.0,2.4444444444444446,1.9259259259259263,1.0,26.91,24.095,1.7877777777777777,24.4975,1.662,111.22222222222223,2.32379000772445,6.810266269480519
mp-34857,7.0,19.0,8.0,87.0,84.0,64.75,30.875,8.911175,54.8,336.53,281.72999999999996,127.29499999999999,104.61749999999998,54.8,12.0,5.5,0.75,2.0,203.0,137.0,101.5,66.0,0.82,2.62,2.685,3.44,0.0,0.0,0.0,4.5,1.75,1.75,0.0,1.0,2.0,0.5,2.0,73.1066666667,26.521354166674996,23.2926562500125,9.105,1.60925,111.75,2.6832815729997477,15.350538559699537
mp-998201,17.0,47.0,17.0,94.0,90.0,70.2,28.560000000000002,29.3832,171.6,1234.93,1063.3300000000002,412.438,328.9968,171.6,12.6,5.279999999999999,0.96,3.0,220.0,118.0,134.2,102.0,0.82,2.3400000000000003,2.446,3.16,10.0,2.0,3.2,6.6,2.24,0.6,0.0,1.0,1.0,0.0,1.0,90.7225,36.108999999999995,21.845399999999998,24.4975,1.4957999999999998,129.2,1.6903085094570331,8.5381386332128
mp-569247,14.0,40.0,14.0,78.0,34.0,62.0,12.8,18.985200000000003,1687.0,2128.0,441.0,1824.8,121.27999999999997,1687.0,9.6,3.5200000000000005,0.64,3.0,175.0,64.0,132.2,111.0,1.33,0.5699999999999998,1.7579999999999998,1.83,6.0,2.8,2.56,5.6,1.92,1.6,3.2,4.0,4.8,1.2799999999999998,4.0,23.195,17.107,5.1016,10.73,0.30920000000000003,221.2,4.107919181288746,103.75292128637379
mp-556788,8.0,14.0,8.0,87.0,9.0,84.0,4.0,5.3716,54.8,1687.0,1632.2,598.8666666666667,725.4222222222221,54.8,15.333333333333334,0.8888888888888887,0.4444444444444445,2.0,111.0,45.0,81.0,66.0,1.9,1.54,2.9266666666666663,3.44,0.0,0.0,0.0,5.333333333333333,0.888888888888889,2.6666666666666665,0.0,2.0,2.6666666666666665,0.8888888888888888,2.0,20.44,12.883333333333335,5.037777777777778,9.105,0.25766666666666665,83.66666666666667,4.242640687119285,48.365199101599345
mp-13964,32.0,72.0,32.0,90.0,45.0,71.33333333333333,17.555555555555557,35.73555555555556,722.66,2506.0,1783.3400000000001,1480.0200000000002,683.9866666666667,722.66,11.333333333333334,4.888888888888888,0.6666666666666666,4.0,175.0,55.0,144.33333333333334,120.0,1.3,0.8,1.8033333333333335,1.3,10.0,7.333333333333333,3.555555555555556,16.0,1.3333333333333333,2.0,2.6666666666666665,2.0,4.666666666666667,2.2222222222222223,2.0,34.7633333333,26.6561111111,5.404814814799999,22.2,0.2823333333333333,190.33333333333334,0.0,49.71832070550149
mp-27636,50.0,55.0,53.0,96.0,91.0,74.0,30.666666666666668,2.479078681481479,301.59,505.08,203.49,381.0400000000001,35.31111111111109,386.85,13.11111111111111,5.382716049382716,0.34567901234567905,5.0,244.0,105.0,162.33333333333334,139.0,0.79,1.87,2.1666666666666665,2.66,10.0,7.777777777777778,3.4567901234567904,13.11111111111111,5.382716049382716,1.1111111111111112,0.0,1.0,1.3333333333333333,0.5925925925925926,1.0,115.765,58.10055555555555,25.62864197530864,43.015,0.708,109.22222222222223,2.32379000772445,4.6807348745259825
mp-623134,29.0,49.0,29.0,75.0,31.0,61.75,8.875,19.7375,429.75,2128.0,1698.25,1318.3225,444.28625,1357.77,9.75,2.875,0.5,4.0,175.0,43.0,145.25,132.0,1.33,0.5699999999999998,1.7275,1.9,10.0,8.0,3.0,9.75,2.875,1.25,2.0,1.0,3.75,2.75,1.0,24.26,17.39875,6.32875,11.07,0.0,195.75,0.0,40.37641281769245
mp-866219,44.0,72.0,44.0,80.0,35.0,59.25,10.375,26.827500000000004,505.08,2607.0,2101.92,2056.27,775.595,2607.0,8.5,2.75,0.375,5.0,175.0,36.0,151.5,146.0,1.3,0.9000000000000001,1.915,2.2,10.0,6.5,2.25,12.0,4.0,1.0,3.5,4.0,5.0,1.5,4.0,33.285,20.62625,7.116249999999999,13.51,0.0,180.75,0.0,80.68559161595032
mvc-13691,8.0,39.0,8.0,87.0,75.0,63.8,27.839999999999996,25.883651999999994,54.8,2183.0,2128.2,829.28,929.376,54.8,11.2,5.76,1.2,2.0,190.0,124.0,108.2,66.0,1.22,2.2199999999999998,2.634,3.44,3.0,0.8,0.9600000000000002,5.2,0.96,1.2,3.2,2.0,4.4,2.88,2.0,32.365,14.538,7.130800000000001,9.105,0.0,91.8,3.2732683535398857,80.74797098755327
mp-15964,51.0,72.0,72.0,85.0,40.0,55.0,15.0,21.273750000000003,903.78,2506.0,1602.22,2105.445,600.8325,2506.0,6.75,4.125,0.375,6.0,175.0,36.0,166.0,175.0,1.3,0.7499999999999998,1.4875,1.3,10.0,4.0,3.0,17.25,1.125,0.75,6.0,3.0,6.75,1.875,8.0,31.56,24.54,3.51,22.2,0.0,187.0,0.0,58.89514770687493
mp-90,24.0,24.0,24.0,49.0,0.0,49.0,0.0,0.0,2180.0,2180.0,0.0,2180.0,0.0,2180.0,6.0,0.0,0.0,4.0,139.0,0.0,139.0,139.0,1.66,0.0,1.66,1.66,5.0,5.0,0.0,6.0,0.0,0.0,5.0,6.0,6.0,0.0,6.0,11.19,11.19,0.0,11.19,0.0,229.0,0.0,110.84474778433464
mp-504543,8.0,82.0,8.0,87.0,7.0,84.4,3.1199999999999988,70.53868800000001,54.8,600.61,545.8100000000001,254.01800000000003,239.0616,54.8,15.2,0.9600000000000002,1.6799999999999997,2.0,146.0,80.0,96.6,66.0,1.96,1.48,2.9219999999999997,3.44,10.0,4.0,4.8,12.0,7.2,2.8,0.0,2.0,2.8,0.96,2.0,33.285,17.741999999999997,10.364399999999998,9.105,0.0,80.4,3.3806170189140663,55.33038781132266
mp-12532,15.0,47.0,16.0,88.0,85.0,71.0,20.0,28.054821125,317.3,1234.93,917.6300000000001,584.6412500000001,325.1443750000001,388.36,12.75,3.8125,0.78125,3.0,203.0,98.0,127.5,105.0,0.82,1.7600000000000002,2.1487499999999997,2.58,10.0,2.5,3.75,6.5,2.25,1.375,0.0,1.0,1.75,0.5625,2.0,73.1066666667,28.9355505952375,11.042779017865627,25.786875,1.304125,120.125,2.8949874578229835,12.575464884194167
mp-977126,3.0,47.0,3.0,65.0,64.0,17.0,24.0,37.8477,453.69,1234.93,781.24,649.0,292.96500000000003,453.69,3.5,3.75,1.125,2.0,145.0,17.0,132.25,128.0,0.98,0.95,1.2175,0.98,10.0,2.5,3.75,3.5,3.75,0.0,0.0,1.0,1.0,0.0,1.0,16.5933333333,16.527499999975,0.09874999998749967,16.5933333333,0.0,228.0,0.0,8.417791972200272
mp-997098,8.0,78.0,8.0,87.0,24.0,75.25,11.75,61.21340000000001,54.8,2041.4,1986.6000000000001,877.1925,822.3924999999999,54.8,13.25,2.75,1.5,2.0,136.0,70.0,100.0,66.0,1.9,1.54,2.7649999999999997,3.44,10.0,4.75,4.75,11.75,6.125,1.0,0.25,1.0,1.75,0.375,2.0,15.02,11.075,1.9724999999999993,9.105,0.0,118.5,2.5298221281347035,37.04165247495152
mp-7068,13.0,38.0,38.0,78.0,70.0,46.57142857142857,33.06122448979592,29.43011299591837,933.47,1687.0,753.53,1198.7057142857143,279.02530612244897,1050.0,8.571428571428571,5.63265306122449,0.9795918367346939,5.0,195.0,84.0,149.85714285714286,195.0,0.95,0.95,1.4100000000000001,0.95,0.0,0.0,0.0,2.857142857142857,0.7346938775510203,2.5714285714285716,0.0,0.0,2.5714285714285716,2.2040816326530615,0.0,54.23,33.79,17.52,54.23,0.22085714285714286,225.57142857142858,0.0,28.114805643707086
mp-16528,13.0,75.0,13.0,73.0,19.0,70.28571428571429,4.653061224489791,38.993990546938775,933.47,3459.0,2525.5299999999997,1294.26,618.4971428571428,933.47,12.142857142857142,1.4693877551020411,0.7346938775510203,3.0,151.0,30.0,125.28571428571429,121.0,1.61,0.2899999999999998,1.6514285714285715,1.61,5.0,0.7142857142857143,1.2244897959183674,5.571428571428571,4.408163265306122,4.285714285714286,0.7142857142857143,5.0,5.0,0.0,5.0,16.48,16.219285714285714,0.4469387755102045,16.48,0.0,220.57142857142858,0.0,75.53764483038165
mp-12855,29.0,80.0,34.0,89.0,25.0,79.25,9.75,27.767437500000007,234.32,1357.77,1123.45,767.1575,406.36687500000005,494.0,14.0,2.0,0.4375,4.0,132.0,12.0,124.5,120.0,1.9,0.6499999999999999,2.2512499999999998,2.55,10.0,10.0,0.0,15.75,2.8125,1.5,0.0,0.0,1.75,0.8125,2.0,25.92,21.7578232758625,5.343911637931251,25.92,0.447375,112.125,2.690370836538197,20.626887002844235
mp-1007656,46.0,72.0,46.0,62.0,17.0,57.75,6.375,27.02625,1828.05,2506.0,677.95,1997.5375,254.23125,1828.05,8.5,2.25,0.375,5.0,175.0,36.0,148.0,139.0,1.3,0.9000000000000001,1.975,2.2,10.0,8.0,3.0,12.0,3.0,0.0,2.0,0.0,2.0,3.0,0.0,22.2,16.3575,2.9212500000000006,14.41,0.0,217.25,0.0,76.56173624093404
mp-971712,16.0,48.0,16.0,88.0,19.0,78.75,9.25,28.41525,388.36,692.68,304.31999999999994,515.905,127.54499999999999,388.36,14.0,2.0,0.75,3.0,144.0,39.0,119.0,105.0,1.65,0.9300000000000002,2.125,2.58,10.0,5.0,5.0,9.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,25.786875,21.2571875,4.529687499999999,25.786875,1.101,132.0,2.5298221281347035,20.85603076416807
mp-22619,15.0,28.0,15.0,83.0,22.0,75.66666666666667,9.777777777777777,12.31983911111111,317.3,1728.0,1410.7,787.5333333333333,626.9777777777778,317.3,13.333333333333334,2.222222222222222,0.4444444444444445,3.0,124.0,17.0,112.66666666666667,107.0,1.91,0.28,2.0966666666666667,2.19,8.0,2.6666666666666665,3.555555555555556,6.666666666666667,2.2222222222222223,2.0,0.6666666666666666,2.0,2.6666666666666665,0.4444444444444445,3.0,22.5702380952,18.4868253968,5.4445502645333335,22.5702380952,1.0833333333333333,76.33333333333333,2.1213203435596424,71.74744849777704
mp-1038829,12.0,48.0,12.0,70.0,2.0,69.0,1.0,44.053,594.22,923.0,328.78,758.61,164.39,594.22,7.0,5.0,1.0,3.0,144.0,3.0,142.5,141.0,1.31,0.3799999999999999,1.5,1.31,10.0,5.0,5.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,22.89,21.192500000000003,1.6974999999999998,19.495,0.0,194.0,0.0,15.324321449452864
mp-2592,14.0,42.0,14.0,78.0,28.0,68.66666666666667,12.444444444444443,30.16644444444444,1687.0,2896.0,1209.0,2090.0,537.3333333333334,1687.0,11.333333333333334,3.5555555555555554,0.8888888888888888,3.0,154.0,43.0,125.33333333333333,111.0,1.9,0.26000000000000023,1.9866666666666666,1.9,5.0,1.6666666666666667,2.222222222222222,4.666666666666667,0.888888888888889,2.6666666666666665,1.6666666666666667,4.0,4.666666666666667,0.888888888888889,4.0,20.44,18.856666666666666,2.1111111111111125,20.44,0.5153333333333333,227.66666666666666,0.0,136.53411292331094
mp-752463,7.0,41.0,7.0,87.0,40.0,72.0,16.666666666666668,34.623702222222214,54.8,2750.0,2695.2,955.9500000000002,1196.0333333333333,54.8,12.0,4.666666666666667,1.3333333333333333,2.0,164.0,98.0,100.33333333333333,66.0,1.6,1.8399999999999999,2.6933333333333334,1.6,4.0,1.3333333333333333,1.7777777777777777,5.333333333333333,0.44444444444444436,1.6666666666666667,2.0,2.0,4.0,2.0,2.0,18.18,14.01791666666667,3.275277777777777,9.105,2.1456666666666666,145.0,4.358898943540674,62.97572138782941
mp-124,47.0,47.0,47.0,65.0,0.0,65.0,0.0,0.0,1234.93,1234.93,0.0,1234.93,0.0,1234.93,11.0,0.0,0.0,5.0,145.0,0.0,145.0,145.0,1.93,0.0,1.93,1.93,10.0,10.0,0.0,11.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,16.33,16.33,0.0,16.33,0.0,225.0,0.0,23.109967612476446
mp-21035,6.0,82.0,21.0,81.0,70.0,38.2,32.64,54.55372511999999,600.61,3823.0,3222.39,1973.122,739.9512000000001,1814.0,7.4,5.279999999999999,0.8,4.0,170.0,94.0,146.4,170.0,1.36,1.1899999999999997,1.7920000000000003,1.36,10.0,2.6,2.96,8.2,7.919999999999999,1.6,5.4,4.0,7.0,2.4,9.0,28.11,20.091,5.780399999999998,22.235,0.8992000000000001,200.2,0.0,66.89509067684664
mp-862312,3.0,46.0,46.0,67.0,66.0,48.0,23.5,49.2217045,453.69,1828.05,1374.36,1417.4475,481.87874999999997,1828.05,5.75,4.25,1.5,5.0,139.0,43.0,125.5,139.0,0.98,1.2200000000000002,1.7375,2.2,10.0,5.0,5.0,5.75,4.25,0.0,0.0,0.0,0.25,0.375,0.0,16.5933333333,13.325833333325,2.717916666662499,14.41,0.0,218.25,0.0,43.871831759350485
mp-1029309,7.0,72.0,7.0,82.0,80.0,42.6,32.48,51.1973649152,63.05,2506.0,2442.95,674.7679999999999,732.4928,63.05,7.2,6.24,1.12,2.0,175.0,104.0,129.8,71.0,0.93,2.11,1.848,0.93,2.0,0.4,0.64,6.0,4.8,1.2,1.6,1.0,3.2,1.92,1.0,29.2433333333,22.044833333320003,5.820866666655999,14.76875,2.5748,208.0,3.3541019662496847,43.64677380555046
mp-753360,8.0,83.0,8.0,93.0,7.0,88.66666666666667,2.8888888888888906,85.10288817777779,53.5,544.4,490.9,217.56666666666663,217.88888888888889,53.5,16.0,0.6666666666666666,1.777777777777778,2.0,148.0,91.0,90.33333333333333,57.0,2.02,1.96,3.1466666666666665,2.02,10.0,3.3333333333333335,4.444444444444445,14.0,10.0,2.0,0.0,1.0,2.0,0.6666666666666666,1.0,32.95,17.254166666666666,10.46388888888889,9.105,0.6566666666666666,13.0,2.6457513110645907,20.78590575365887
mp-761036,8.0,48.0,8.0,89.0,19.0,84.5,4.833333333333333,35.416044444444445,54.8,594.22,539.4200000000001,217.90333333333334,217.47111111111113,54.8,15.333333333333334,1.1111111111111107,1.1111111111111112,2.0,144.0,78.0,88.0,66.0,1.69,1.75,3.0,3.44,10.0,3.3333333333333335,4.444444444444444,8.666666666666666,3.5555555555555554,1.6666666666666667,0.0,0.0,1.6666666666666667,0.5555555555555555,2.0,25.92,13.639166666666668,6.0455555555555565,9.105,0.13316666666666668,42.666666666666664,4.320493798938573,32.29657823853986
mp-3464,14.0,44.0,44.0,78.0,23.0,61.25,8.375,29.552374999999998,1687.0,2607.0,920.0,2178.0,429.0,2607.0,9.5,2.25,0.75,5.0,146.0,35.0,133.75,146.0,1.83,0.3700000000000001,2.0325,2.2,7.0,5.0,2.5,7.0,1.5,1.0,2.5,4.0,4.0,0.0,4.0,20.44,14.5475,2.94625,13.51,0.19325,211.0,0.0,114.37707850137825
mp-971951,40.0,78.0,40.0,63.0,19.0,48.75,7.125,38.947500000000005,2041.4,2128.0,86.59999999999991,2106.35,32.47500000000002,2128.0,5.5,2.25,0.375,5.0,175.0,39.0,165.25,175.0,1.33,0.9499999999999997,1.5675,1.33,9.0,3.75,2.625,9.0,7.5,0.0,6.25,2.0,6.5,2.25,8.0,23.195,21.15125,3.065625,23.195,0.0,201.75,0.0,51.71325127935946
mp-8973,7.0,14.0,7.0,82.0,80.0,67.33333333333333,21.777777777777782,6.1901115466666665,63.05,1687.0,1623.95,655.67,687.5533333333333,63.05,12.333333333333334,3.7777777777777772,0.5,2.0,166.0,95.0,100.16666666666667,71.0,0.93,2.11,2.3083333333333336,3.04,0.0,0.0,0.0,4.0,1.0,2.8333333333333335,0.0,1.0,3.0,0.6666666666666666,3.0,29.2433333333,19.071597222216667,4.302847222216667,14.76875,3.4761666666666664,210.83333333333334,4.0451991747794525,69.25003505803492
mp-11276,4.0,45.0,4.0,67.0,8.0,63.0,4.0,46.946659,1560.0,2237.0,677.0,1898.5,338.5,1560.0,5.5,3.5,1.5,2.0,142.0,46.0,119.0,96.0,1.57,0.7099999999999997,1.9249999999999998,1.57,8.0,4.0,4.0,5.5,3.5,0.0,1.0,0.0,1.5,1.5,0.0,13.64,10.765,2.8750000000000004,7.89,0.0,209.5,0.0,104.82323982527829
mp-570091,27.0,37.0,27.0,89.0,85.0,59.6,23.52,10.654114399999997,312.46,1768.0,1455.54,967.292,640.5664,494.0,10.2,4.64,0.3200000000000001,4.0,220.0,100.0,142.4,120.0,0.82,1.73,1.936,1.88,10.0,6.8,2.72,10.2,4.64,0.8,1.2,1.0,2.2,0.64,2.0,90.7225,32.6105,23.2448,10.245,0.3196,129.0,1.9720265943665387,22.73693287195639
mp-643431,1.0,74.0,1.0,92.0,41.0,83.45454545454545,9.520661157024794,38.558295537190084,14.01,3695.0,3680.99,600.2236363636364,678.0877685950413,14.01,9.090909090909092,6.446280991735537,1.305785123966942,1.0,162.0,131.0,83.81818181818181,31.0,1.93,1.11,2.4045454545454543,2.2,10.0,1.2727272727272727,2.0826446280991733,5.818181818181818,3.652892561983471,1.0,0.5454545454545454,1.0,2.0,0.9090909090909091,1.0,25.786875,16.06875,7.115227272727271,6.615,4.241545454545454,154.9090909090909,2.905487990874559,24.184461645131893
mp-1841,14.0,77.0,77.0,78.0,18.0,64.5,6.75,61.5493125,1687.0,2739.0,1052.0,2476.0,394.5,2739.0,10.25,1.875,1.125,6.0,141.0,30.0,133.5,141.0,1.9,0.30000000000000027,2.125,2.2,7.0,5.25,2.625,18.25,7.125,1.0,2.25,3.0,3.25,0.375,3.0,20.44,15.767500000000002,2.3362500000000006,14.21,0.19325,225.5,0.0,116.20707489655328
mp-19856,50.0,78.0,50.0,80.0,17.0,71.5,8.5,38.187000000000005,505.08,2041.4,1536.3200000000002,1273.24,768.1600000000001,505.08,12.0,2.0,0.5,5.0,139.0,3.0,137.5,136.0,1.96,0.31999999999999984,2.12,1.96,10.0,9.5,0.5,19.0,5.0,2.0,0.5,2.0,3.0,1.0,2.0,33.285,24.152499999999996,9.132499999999999,15.02,0.0,183.0,2.8284271247461903,40.59694499674382
mp-370,16.0,48.0,16.0,88.0,18.0,79.0,9.0,40.173,388.36,594.22,205.86,491.29,102.93,388.36,14.0,2.0,1.0,3.0,144.0,39.0,124.5,105.0,1.69,0.8900000000000001,2.135,1.69,10.0,5.0,5.0,9.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,25.786875,22.6409375,3.1459374999999987,19.495,1.101,132.0,2.8284271247461903,20.00939760945578
mp-548658,8.0,37.0,8.0,87.0,83.0,69.6,26.240000000000002,21.03193904,54.8,317.3,262.5,158.832,124.83840000000001,54.8,12.8,4.72,0.96,2.0,220.0,154.0,105.0,66.0,0.82,2.62,2.666,3.44,0.0,0.0,0.0,4.8,1.52,1.8,0.0,1.0,2.0,0.4,2.0,90.7225,28.12154761904,25.040380952384,9.105,0.325,53.4,3.6839419880650364,23.499864540958598
mp-5933,8.0,56.0,8.0,87.0,78.0,62.6,29.279999999999994,36.766847999999996,54.8,1941.0,1886.2,621.08,679.5360000000001,54.8,10.8,6.24,1.44,2.0,215.0,149.0,114.6,66.0,0.89,2.55,2.55,3.44,2.0,0.4,0.64,4.8,1.44,1.2,1.6,0.0,2.8,2.0799999999999996,2.0,63.59,21.519,16.8284,9.105,0.0,91.8,3.3806170189140663,66.56694519438574
